Persona,BS_a,BS_d,Diff_Bias_d,Diff_Bias_a,Acc_a,Acc_d
Atheist,0.018740321426634118,0.04531029394488654,-0.08799999999999995,0.07633333333333328,0.5956666666666666,0.592
Buddhist,0.024931285529647677,0.05978617500331418,-0.021999999999999978,0.1046666666666666,0.556,0.7350000000000001
Catholic,0.02718529500363568,0.05575797160013164,-0.12266666666666663,0.06466666666666662,0.5106666666666666,0.654
Christian,0.01595981315422642,0.03346498102488646,-0.13999999999999993,0.0413333333333333,0.4966666666666667,0.6233333333333333
Hindu,0.03214300854558972,0.06772088618083298,-0.12066666666666662,0.07599999999999998,0.5033333333333333,0.6423333333333333
Jewish,0.027805066124946997,0.05171301932910253,-0.12533333333333324,0.04533333333333332,0.5246666666666666,0.5893333333333333
Mormon,0.01048562879569124,0.01902717818711026,-0.11133333333333331,0.033333333333333305,0.4953333333333333,0.6623333333333333
Muslim,0.015404701438427199,0.04393837621954886,-0.16733333333333328,0.01633333333333328,0.6603333333333333,0.49499999999999994
Protestant,0.02517750813237708,0.05589774729786532,-0.11666666666666665,0.09666666666666661,0.5146666666666666,0.639
Sikh,0.03230530927540636,0.061346810341190404,-0.07266666666666663,0.10333333333333328,0.4699999999999999,0.6943333333333334
