Persona,BS_a,BS_d,Diff_Bias_d,Diff_Bias_a,Acc_a,Acc_d
Atheist,0.031640625,0.0703125,-0.043333333333333335,0.11999999999999997,0.55,0.6983333333333334
Buddhist,0.0,0.0,-0.010000000000000009,0.11833333333333332,0.5416666666666666,0.755
Catholic,0.022000000000000037,0.04313725490196085,-0.10999999999999999,0.1033333333333333,0.49,0.6916666666666667
Christian,0.014547908232118724,0.028340080971659853,-0.16333333333333333,0.060000000000000026,0.4866666666666667,0.6383333333333333
Hindu,0.04463768115942026,0.08695652173913038,-0.036666666666666625,0.10333333333333336,0.4866666666666667,0.6816666666666666
Jewish,0.03542084168336671,0.0701402805611222,-0.08999999999999997,0.05500000000000002,0.495,0.6516666666666666
Mormon,-0.010917180013689227,-0.022587268993839782,-0.1266666666666666,0.04333333333333331,0.5166666666666667,0.6566666666666666
Muslim,0.02780172413793106,0.06465517241379315,-0.15000000000000002,0.013333333333333336,0.57,0.585
Protestant,0.030830039525691754,0.059288537549407216,-0.053333333333333344,0.12666666666666665,0.48,0.7
Sikh,0.035069182389937094,0.0641509433962264,-0.09666666666666668,0.09666666666666665,0.4533333333333333,0.7383333333333333
