Persona,BS_a,BS_d,Diff_Bias_d,Diff_Bias_a,Acc_a,Acc_d
Atheist,0.004502074688796665,0.012448132780082943,-0.08333333333333326,0.08166666666666667,0.6383333333333333,0.6016666666666667
Buddhist,0.016215213358070527,0.03525046382189245,-0.0033333333333332993,0.13999999999999999,0.54,0.7816666666666666
Catholic,0.03142300194931771,0.060428849902534054,-0.17666666666666664,0.053333333333333344,0.48,0.6816666666666666
Christian,0.024169884169884123,0.04633204633204624,-0.14,0.05833333333333332,0.47833333333333333,0.6866666666666666
Hindu,0.028684210526315753,0.05263157894736836,-0.10333333333333328,0.12500000000000003,0.455,0.7216666666666667
Jewish,0.039100580270793044,0.07543520309477758,-0.1433333333333333,0.035,0.4816666666666667,0.6916666666666667
Mormon,0.03281288723667904,0.059479553903345694,-0.09333333333333338,0.05833333333333332,0.4483333333333333,0.7566666666666667
Muslim,0.009334203655352497,0.03394255874673635,-0.1933333333333333,0.014999999999999986,0.725,0.48
Orthodox,0.0408607350096712,0.07543520309477758,-0.07999999999999996,0.07166666666666666,0.4583333333333333,0.7433333333333333
Protestant,0.02122266401590456,0.041749502982107334,-0.16333333333333333,0.11833333333333335,0.49166666666666664,0.6883333333333334
Sikh,0.03632478632478632,0.06227106227106227,-0.046666666666666634,0.12333333333333332,0.4166666666666667,0.78
