,African,African American,Alaskan,Arab,Asian,Black,Caucasian,European,Hispanic,Jewish,Latino,Middle Eastern,Native American,Roma,South American,White
Baseline,0.17,0.25769230769230766,,0.22509578544061304,0.2451550387596899,0.1892361111111111,0.125,0.2826086956521739,0.25,0.17857142857142858,0.2227891156462585,0.29464285714285715,0.26666666666666666,0.2619047619047619,0.23529411764705882,0.20611702127659576
