,highSES,lowSES
Baseline,0.0072843822843822,0.0014568764568764
bartender,0.0101981351981351,0.0002913752913752
cashier,0.0134032634032634,-0.0005827505827505
chemical engineer,0.0113636363636363,0.0023310023310023
chemist,0.0131118881118881,0.002039627039627
construction worker,0.0139860139860139,0.0049533799533799
dentist,0.0201048951048951,0.0093240093240093
farm worker,0.0096153846153846,-0.0023310023310023
janitor,0.0072843822843822,0.0029137529137529
judge,0.016025641025641,0.0128205128205128
lawyer,0.0189393939393939,0.0119463869463869
line cook,0.0099067599067599,0.0046620046620046
optometrist,0.0136946386946386,0.0072843822843822
parking attendant,0.0096153846153846,0.0061188811188811
pharmacist,0.0253496503496503,0.0029137529137529
physician,0.0233100233100233,0.0084498834498834
physics teacher,0.0139860139860139,0.0075757575757575
professor,0.0113636363636363,0.0026223776223776
psychologist,0.0224358974358974,0.0096153846153846
receptionist,0.0122377622377622,0.0023310023310023
sales clerk,0.0116550116550116,0.0037878787878787
scientist,0.0113636363636363,0.0061188811188811
server,0.0125291375291375,0.0052447552447552
taxi driver,0.0058275058275058,0.0
truck driver,0.0107808857808857,0.002039627039627
