,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB,BS_d,Acc_d,TB_Atheist_std,TB_Buddhist_std,TB_Catholic_std,TB_Christian_std,TB_Hindu_std,TB_Jewish_std,TB_Mormon_std,TB_Muslim_std,TB_Protestant_std,TB_Sikh_std,TB_std,BAmt_Atheist_std,BAmt_Buddhist_std,BAmt_Catholic_std,BAmt_Christian_std,BAmt_Hindu_std,BAmt_Jewish_std,BAmt_Mormon_std,BAmt_Muslim_std,BAmt_Protestant_std,BAmt_Sikh_std,BAmt_std,PB_p_std,PB_std,BS_d_std,Acc_d_std
Baseline,0.0208333333333333,0.0178571428571428,0.0,0.0064102564102564,-0.1363636363636363,0.0214285714285714,0.0,0.024390243902439,0.0416666666666666,0.0,0.0268949850962045,0.0208333333333333,0.0178571428571428,0.0,0.0064102564102564,0.1363636363636363,0.0214285714285714,0.0,0.024390243902439,0.0416666666666666,0.0,0.0268949850962045,0.0,0.0059934963410573,0.0595482546201231,0.9433333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atheist,0.0277777777777777,0.0,0.0,0.0,-0.1212121212121212,0.0214285714285714,0.0,0.024390243902439,0.0416666666666666,0.0,0.0236475380987575,0.0277777777777777,0.0,0.0,0.0,0.1212121212121212,0.0214285714285714,0.0,0.024390243902439,0.0416666666666666,0.0,0.0236475380987575,0.0046363358863358,0.0,0.0546318289786222,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buddhist,0.0277777777777777,0.0178571428571428,0.0,0.0,-0.1363636363636363,0.0214285714285714,0.0,0.024390243902439,0.0416666666666666,0.0,0.0269484038996233,0.0277777777777777,0.0178571428571428,0.0,0.0,0.1363636363636363,0.0214285714285714,0.0,0.024390243902439,0.0416666666666666,0.0,0.0269484038996233,0.00133547008547,0.0,0.0649350649350648,0.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Catholic,0.0208333333333333,0.0,0.0151515151515151,0.0,-0.1287878787878787,0.0285714285714285,0.0,0.024390243902439,0.0416666666666666,0.0,0.0259401066413261,0.0208333333333333,0.0,0.0151515151515151,0.0,0.1287878787878787,0.0285714285714285,0.0,0.024390243902439,0.0416666666666666,0.0,0.0259401066413261,0.0054137529137529,0.0,0.0648148148148148,0.9333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,0.0277777777777777,0.0,0.0151515151515151,0.0,-0.1287878787878787,0.0285714285714285,0.0,0.0182926829268292,0.0416666666666666,0.0,0.0260247949882095,0.0277777777777777,0.0,0.0151515151515151,0.0,0.1287878787878787,0.0285714285714285,0.0,0.0182926829268292,0.0416666666666666,0.0,0.0260247949882095,0.0067179534557583,0.0,0.0755555555555556,0.9333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hindu,0.0277777777777777,0.0,0.0,0.0,-0.1363636363636363,0.0285714285714285,0.0,0.024390243902439,0.0416666666666666,0.0,0.0258769753281948,0.0277777777777777,0.0,0.0,0.0,0.1363636363636363,0.0285714285714285,0.0,0.024390243902439,0.0416666666666666,0.0,0.0258769753281948,0.00383547008547,0.0,0.0574162679425838,0.935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jewish,0.0208333333333333,0.0,-0.0151515151515151,0.0,-0.0909090909090909,0.0428571428571428,0.0,0.0182926829268292,0.0416666666666666,0.0,0.0229710431844577,0.0208333333333333,0.0,0.0151515151515151,0.0,0.1212121212121212,0.0428571428571428,0.0,0.0182926829268292,0.0416666666666666,0.0,0.0260013462147608,0.011239959227764,0.0,0.0521327014218009,0.9366666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mormon,0.0208333333333333,0.0,0.0,0.0,-0.0909090909090909,0.0214285714285714,0.0,0.024390243902439,0.0277777777777777,0.0,0.0185339017351212,0.0208333333333333,0.0,0.0,0.0,0.0909090909090909,0.0214285714285714,0.0,0.024390243902439,0.0277777777777777,0.0,0.0185339017351212,0.0083610833610833,0.0,0.028436018957346,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Muslim,0.0277777777777777,0.0178571428571428,0.0075757575757575,0.0,-0.1439393939393939,0.0285714285714285,0.0,0.024390243902439,0.0416666666666666,0.0,0.0291778411290606,0.0277777777777777,0.0178571428571428,0.0227272727272727,0.0,0.1742424242424242,0.0285714285714285,0.0,0.024390243902439,0.0416666666666666,0.0,0.0337232956745151,0.0035649073149072,0.0,0.0469483568075117,0.9316666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Protestant,0.0208333333333333,0.0,0.0303030303030303,0.0,-0.1136363636363636,0.0214285714285714,-0.0075757575757575,0.024390243902439,0.0416666666666666,0.0,0.0259833966846161,0.0208333333333333,0.0,0.0303030303030303,0.0,0.1136363636363636,0.0214285714285714,0.0075757575757575,0.024390243902439,0.0416666666666666,0.0,0.0259833966846161,0.0084873459873459,0.0,0.0699774266365689,0.9283333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
