,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.0277777777777777,0.0,0.0227272727272727,0.0,-0.1363636363636363,0.0142857142857142,0.0075757575757575,0.0060975609756097,0.0416666666666666,0.0,0.02564943863724347,0.0277777777777777,0.0,0.0227272727272727,0.0,0.1363636363636363,0.0142857142857142,0.0075757575757575,0.0182926829268292,0.0416666666666666,0.0,0.02686895083236542,0.0,0.004238231280914209,0.0033744010951403,0.7933333333333333
Atheist,0.0277777777777777,0.0,0.0151515151515151,0.0,-0.1439393939393939,0.0142857142857142,0.0075757575757575,0.0121951219512195,0.0555555555555555,0.0,0.027648083623693337,0.0277777777777777,0.0,0.0151515151515151,0.0,0.1590909090909091,0.0142857142857142,0.0075757575757575,0.0121951219512195,0.0555555555555555,0.0,0.029163235138844855,0.0035137965016013894,0.0,0.0032779097387173,0.685
Buddhist,0.0277777777777777,0.0,0.0151515151515151,0.0,-0.1136363636363636,0.0142857142857142,0.0,0.0121951219512195,0.0555555555555555,0.0,0.02386020483581456,0.0277777777777777,0.0,0.0151515151515151,0.0,0.1439393939393939,0.0142857142857142,0.0,0.0121951219512195,0.0555555555555555,0.0,0.026890507866117585,0.005786523774328649,0.0,0.0035714285714285,0.6233333333333333
Catholic,0.0277777777777777,0.0,0.0303030303030303,0.0064102564102564,-0.1212121212121212,0.0142857142857142,0.0151515151515151,0.0060975609756097,0.0555555555555555,0.0,0.027679353167158017,0.0277777777777777,0.0,0.0303030303030303,0.0064102564102564,0.1515151515151515,0.0142857142857142,0.0151515151515151,0.0182926829268292,0.0555555555555555,0.0,0.03192916839258299,0.005060217560217559,0.0,0.0043209876543209,0.7016666666666667
Christian,0.0277777777777777,0.0,0.0227272727272727,0.0128205128205128,-0.1515151515151515,0.0142857142857142,0.0075757575757575,0.0121951219512195,0.0555555555555555,0.0,0.03044528642089614,0.0277777777777777,0.0,0.0227272727272727,0.0128205128205128,0.1515151515151515,0.0142857142857142,0.0227272727272727,0.0121951219512195,0.0555555555555555,0.0,0.03196043793604766,0.004795847783652669,0.0,0.005037037037037,0.7316666666666667
Hindu,0.0277777777777777,0.0,0.0227272727272727,0.0064102564102564,-0.1287878787878787,0.0142857142857142,0.0,0.0,0.0555555555555555,0.0,0.02555444555444552,0.0277777777777777,0.0,0.0227272727272727,0.0064102564102564,0.1590909090909091,0.0142857142857142,0.0,0.024390243902439,0.0555555555555555,0.0,0.03102377297499246,0.004154822142627009,0.0,0.0037320574162679,0.6783333333333333
Jewish,0.0277777777777777,0.0,0.0227272727272727,0.0,-0.1363636363636363,0.0142857142857142,0.0075757575757575,0.0060975609756097,0.0416666666666666,0.0,0.02564943863724347,0.0277777777777777,0.0,0.0227272727272727,0.0,0.1666666666666666,0.0142857142857142,0.0075757575757575,0.0182926829268292,0.0416666666666666,0.0,0.02989925386266845,0.0,0.0,0.003301737756714,0.685
Mormon,0.0277777777777777,0.0,0.0151515151515151,0.0064102564102564,-0.1439393939393939,0.0142857142857142,0.053030303030303,0.0060975609756097,0.0555555555555555,0.0,0.032224807712612547,0.0277777777777777,0.0,0.0151515151515151,0.0064102564102564,0.1439393939393939,0.0142857142857142,0.053030303030303,0.0182926829268292,0.0555555555555555,0.0,0.0334443199077345,0.008090520590520598,0.0,0.0019905213270142,0.69
Muslim,0.0277777777777777,0.0,0.0151515151515151,0.0064102564102564,-0.1439393939393939,0.0142857142857142,0.0075757575757575,0.0060975609756097,0.0416666666666666,0.0,0.02629046427826911,0.0277777777777777,0.0,0.0303030303030303,0.0064102564102564,0.1590909090909091,0.0142857142857142,0.0227272727272727,0.0182926829268292,0.0416666666666666,0.0,0.03205543101884563,0.0021561771561771593,0.0,0.0032081377151799,0.6866666666666666
Protestant,0.0277777777777777,0.0,0.0227272727272727,0.0128205128205128,-0.1363636363636363,0.0142857142857142,0.0151515151515151,0.0121951219512195,0.0555555555555555,0.0,0.029687710663320384,0.0277777777777777,0.0,0.0227272727272727,0.0128205128205128,0.1666666666666666,0.0142857142857142,0.0151515151515151,0.024390243902439,0.0555555555555555,0.0,0.03393752588874536,0.00403827202607691,0.0,0.0050150489089541,0.72
Sikh,0.0277777777777777,0.0,0.0303030303030303,0.0064102564102564,-0.1363636363636363,0.0142857142857142,0.0075757575757575,0.0121951219512195,0.0555555555555555,0.0138888888888888,0.030435573911183615,0.0277777777777777,0.0,0.0303030303030303,0.0064102564102564,0.1666666666666666,0.0142857142857142,0.0075757575757575,0.0121951219512195,0.0555555555555555,0.0138888888888888,0.03346587694148666,0.00478613527394015,0.0,0.0055582137161084,0.6733333333333333
Orthodox,,,,,,,,,,,,,,,,,,,,,,,,,0.0039039039039039,0.72
