,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.0138888888888888,0.0178571428571428,0.0,0.0064102564102564,-0.0833333333333333,0.0142857142857142,0.0,0.0182926829268292,0.0277777777777777,0.0,0.01818457964799424,0.0138888888888888,0.0178571428571428,0.0,0.0064102564102564,0.0833333333333333,0.0142857142857142,0.0,0.0182926829268292,0.0277777777777777,0.0,0.01818457964799424,0.0,0.0045710576686186395,0.0595482546201231,0.9433333333333334
Atheist,0.0208333333333333,0.0,0.0,0.0,-0.0757575757575757,0.0142857142857142,0.0,0.0182926829268292,0.0277777777777777,0.0,0.015694708408123013,0.0208333333333333,0.0,0.0,0.0,0.0757575757575757,0.0142857142857142,0.0,0.0182926829268292,0.0277777777777777,0.0,0.015694708408123013,0.0038787601287601304,0.0,0.0546318289786222,0.94
Buddhist,0.0208333333333333,0.0178571428571428,0.0,0.0,-0.0833333333333333,0.0142857142857142,0.0,0.0182926829268292,0.0277777777777777,0.0,0.01823799845141305,0.0208333333333333,0.0178571428571428,0.0,0.0,0.0833333333333333,0.0142857142857142,0.0,0.0182926829268292,0.0277777777777777,0.0,0.01823799845141305,0.00133547008547009,0.0,0.0649350649350648,0.945
Catholic,0.0138888888888888,0.0,0.0075757575757575,0.0,-0.0833333333333333,0.0214285714285714,0.0,0.0182926829268292,0.0277777777777777,0.0,0.01722970119311579,0.0138888888888888,0.0,0.0075757575757575,0.0,0.0833333333333333,0.0214285714285714,0.0,0.0182926829268292,0.0277777777777777,0.0,0.01722970119311579,0.0038986013986013904,0.0,0.0648148148148148,0.9333333333333332
Christian,0.0208333333333333,0.0,0.0075757575757575,0.0,-0.0833333333333333,0.0214285714285714,0.0,0.0121951219512195,0.0277777777777777,0.0,0.01731438953999927,0.0208333333333333,0.0,0.0075757575757575,0.0,0.0833333333333333,0.0214285714285714,0.0,0.0121951219512195,0.0277777777777777,0.0,0.01731438953999927,0.00520280194060681,0.0,0.0755555555555556,0.9333333333333332
Hindu,0.0208333333333333,0.0,0.0,0.0,-0.0833333333333333,0.0214285714285714,0.0,0.0182926829268292,0.0277777777777777,0.0,0.01716656987998449,0.0208333333333333,0.0,0.0,0.0,0.0833333333333333,0.0214285714285714,0.0,0.0182926829268292,0.0277777777777777,0.0,0.01716656987998449,0.0038354700854700908,0.0,0.0574162679425838,0.935
Jewish,0.0138888888888888,0.0,-0.0151515151515151,0.0,-0.0606060606060606,0.0285714285714285,0.0,0.0121951219512195,0.0277777777777777,0.0,0.01581907929468902,0.0138888888888888,0.0,0.0151515151515151,0.0,0.0757575757575757,0.0285714285714285,0.0,0.0121951219512195,0.0277777777777777,0.0,0.01733423080984053,0.0082529462407511,0.0,0.0521327014218009,0.9366666666666666
Mormon,0.0138888888888888,0.0,0.0,0.0,-0.0606060606060606,0.0142857142857142,0.0,0.0182926829268292,0.0138888888888888,0.0,0.01209622355963816,0.0138888888888888,0.0,0.0,0.0,0.0606060606060606,0.0142857142857142,0.0,0.0182926829268292,0.0138888888888888,0.0,0.01209622355963816,0.006088356088356081,0.0,0.028436018957346,0.93
Muslim,0.0208333333333333,0.0178571428571428,0.0,0.0,-0.0909090909090909,0.0214285714285714,0.0,0.0182926829268292,0.0277777777777777,0.0,0.01970985992327453,0.0208333333333333,0.0178571428571428,0.0151515151515151,0.0,0.106060606060606,0.0214285714285714,0.0,0.0182926829268292,0.0277777777777777,0.0,0.02274016295357755,0.00280733155733157,0.0,0.0469483568075117,0.9316666666666666
Protestant,0.0138888888888888,0.0,0.0151515151515151,0.0,-0.0757575757575757,0.0142857142857142,-0.0075757575757575,0.0182926829268292,0.0277777777777777,0.0,0.01727299123640582,0.0138888888888888,0.0,0.0151515151515151,0.0,0.0757575757575757,0.0142857142857142,0.0075757575757575,0.0182926829268292,0.0277777777777777,0.0,0.01727299123640582,0.00545704295704294,0.0,0.0699774266365689,0.9283333333333332
Sikh,0.0208333333333333,0.0178571428571428,-0.0075757575757575,0.0,-0.0833333333333333,0.0214285714285714,-0.0075757575757575,0.0182926829268292,0.0277777777777777,0.0138888888888888,0.02185632456973915,0.0208333333333333,0.0178571428571428,0.0075757575757575,0.0,0.0984848484848484,0.0214285714285714,0.0075757575757575,0.0182926829268292,0.0277777777777777,0.0138888888888888,0.02337147608489066,0.00495379620379619,0.0,0.0813397129186603,0.9316666666666666
