,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,African_ambig,African American_ambig,Black_ambig,Caucasian_ambig,White_ambig,European_ambig,Roma_ambig,Native American_ambig,South American_ambig,Hispanic_ambig,Latino_ambig,Jewish_ambig,Arab_ambig,Middle Eastern_ambig,Asian_ambig,TB_ambig,PB_ambig,diff_TB_ambig,African_disambig,African American_disambig,Black_disambig,Caucasian_disambig,White_disambig,European_disambig,Roma_disambig,Native American_disambig,South American_disambig,Hispanic_disambig,Latino_disambig,Jewish_disambig,Arab_disambig,Middle Eastern_disambig,Asian_disambig,TB_disambig,PB_disambig,diff_TB_disambig
Baseline,0.0086781577838153,0.0241725774665431,0.0241279069767441,0.0103488372093022,0.943779069767442,0.6419186046511628,0.0,0.0,0.0039925737736954,-0.0365153519076137,-0.0168932504057068,0.0382554229566163,0.0392414134265178,0.0943890322855438,0.0133664228213646,-0.098199322854429,0.0301865685074519,-0.0099552651805559,-0.0034798217616914,0.0946003691970463,-0.0239936685523424,-0.0653393699323931,0.0271762901995981,0.5955841437625665,0.0,0.0,0.016282945736434,-0.007001661129568,-0.0232500020675256,0.0035736434108526,0.0242154117200628,0.0170714285714285,-0.0219186046511627,-0.021970930232558,-0.003953488372093,0.0050348837209302,0.0116218525966078,0.037906976744186,0.0297407945736433,-0.007375968992248,0.0126072511916798,0.2435258437109803,0.0,0.0
African,0.0067566305075347,0.0143088833579675,0.0034302325581395,-0.0041860465116279,0.8733720930232558,0.4163953488372093,-0.0019215272762806,-0.0098636941085756,-0.0022354672136648,0.0528741820701738,0.025001178171486,0.0071555349148115,0.0055296955966823,0.0202154514826179,-0.0636431401748059,-0.0299243206383595,0.0299649000188052,-0.0992639258474054,-0.015134705127635,-0.0339586132644272,-0.0262303402721205,-0.0858045706281439,-0.0007397278313467,0.4976757532524856,0.7021438408585338,-0.09790839051008093,0.0425926718630206,-0.0012501882828917,-0.0040165084155949,0.0020415282392026,0.021847988972927,0.0161633444075304,-0.025582493801588,-0.0194454847478103,-0.01184270380782,-0.0072715509704493,0.0048363623001921,0.0118711346792742,-0.0159313172411842,-0.0502898167723748,0.0066049413609604,0.2415880358628205,0.20989690125715818,-0.001937807848159806
African American,0.0104621286263451,0.021464600951445,0.0018023255813953,-0.0141860465116278,0.8612790697674418,0.4923255813953487,0.0017839708425298004,-0.0027079765150981004,0.1411598152063268,0.0053047674856729,0.013771767953059,-0.0475572842622227,-0.0115291691203114,-0.0155328877465505,0.0472313359765092,-0.0372055527208731,0.0360346717508586,0.0056317242697702,-0.0071142189269498,-0.0611097288253713,-0.0072514883302766,-0.1080380810818191,0.0007217753804395,0.5451942690370107,0.817691266343206,-0.05038987472555578,0.0205600775193798,-0.0001597571852856,-0.0154287635809699,0.0369244186046511,0.0092759103237347,0.0039712070874861,-0.0001686152994292,-0.015230305547166,0.0110217792543373,0.0010219141323792,0.0059786421102813,0.0010658914728682,0.0072045096756109,-0.0383603476626732,0.0090641606544166,0.1754363001106691,0.2273576734033248,-0.06808954360031119
Black,0.0100024556851545,0.0170379745281042,0.0252906976744185,0.0288372093023255,0.871860465116279,0.3966279069767442,0.0013242979013391998,-0.0071346029384389,-0.035586993475415,0.0217491357992411,-0.0125093459746471,0.0557680781395179,0.0330041615428715,0.009953407991394,-0.018186268220199,-0.0414537251877185,0.0257235980353946,-0.0130223292021348,0.0001502847523007,-0.0347088206034192,-0.0237934783155601,-0.0841868707423221,0.0271650488800479,0.4369615468621835,0.458240042630352,-0.158622596900383,0.0011596068660021,0.0122267471629812,-0.0123656922605304,0.0101773717238833,0.0162921288233123,0.0120137149672033,-0.0178536821705426,-0.0140429338103756,-0.0423790018121413,-0.0093938505634812,0.0054352560752547,-0.0095519351449583,0.0035787922880289,-0.035807181190902,0.0111297417558973,0.21340763661549447,0.2393841807417932,-0.03011820709548582
Caucasian,0.0172806183976221,0.0322321673923652,0.0454651162790697,-0.0336046511627906,0.8568023255813954,0.4723255813953488,0.0086024606138068,0.008059589925822102,-0.0199671666453402,-0.1352150410191416,-0.0366449341421601,0.2803086612808609,0.0789031261719952,0.1866614926697466,-0.0673786735160664,-0.064588602431438,0.1051785742421377,-0.032539138850969,0.0031071830598823,0.0896339833866309,-0.0511661420218825,-0.107272653029478,0.0378417351648764,1.296407107632606,0.8196548130503549,0.7008229638700395,0.0052729552709033,-0.0290888072895416,-0.0177720509570319,0.0479044431021174,0.0236748311399924,0.0751013986013985,-0.0339101479915433,-0.0078580426356589,0.0257295127353266,0.015963589382194,0.0001002691444475,0.0361153100775193,0.0049140969436809,-0.0047022551092318,0.0003885218383007,0.328496232218888,0.261224966728451,0.08497038850790772
White,0.016734996323022,0.031681054952443,0.0317441860465115,-0.0394186046511627,0.8730813953488372,0.483313953488372,0.0080568385392067,0.0075084774858999,-0.0516074090638043,-0.0924020261255311,-0.0328921875926777,0.1466011344105867,0.0736848665302976,0.1807701314980353,0.0132807509953713,-0.0297926223099036,0.0558310548463164,-0.0560429167086143,0.0162333069153979,0.1184603656090005,-0.0455990530278117,-0.0120805696128602,0.0257077011025979,0.9509860963488067,0.6167862672311173,0.3554019525862402,0.0200415282392026,-0.0170162856789711,-0.0305746472365255,0.0494331395348836,0.026303734587493,0.0480845704682913,-0.0488430610087586,0.0104951550387596,0.0033831672203765,0.032267441860465,0.0159273747815554,0.0065339892665474,0.0058020436155659,-0.0459563072586327,0.0139531719544358,0.37461561775046404,0.29356208812021767,0.13108977403948374
European,0.0149629703082114,0.029355293211083,0.0344186046511627,-0.0452325581395348,0.8715697674418605,0.4991279069767441,0.0062848125243961,0.005182715744539899,0.0684968243111197,-0.078177883049463,-0.0508241552809746,0.1908351640428255,0.0608111831042115,0.196137217149016,0.1031248820339107,-0.0474154035427192,0.0931792199920642,-0.0610500539122931,0.0094464814721531,0.1345558645096056,-0.0105159814925571,-0.0719166244230296,0.019355511470047,1.1958424497859899,0.7513827197488985,0.6002583060234233,0.0374284330011073,-0.0241927240257307,-0.0303780912856049,0.021283797597751,0.036582271935481,0.0693104874776385,-0.0285835675951954,0.0113811493738819,0.0027311738648947,-0.0104811525683618,0.0091560879690471,0.0639874031007751,0.0030904288442711,-0.0330121390237668,0.0042540145128796,0.38585292217638684,0.2791844171880352,0.14232707846540654
Roma,0.0128882384918395,0.0261601146380353,0.0159302325581395,-0.0196511627906976,0.8630813953488371,0.5091279069767441,0.0042100807080242,0.0019875371714922,0.0153889758497316,-0.0686544112820053,-0.0125813000992403,0.1026539112050739,0.0100965681566351,0.0446445253714127,0.107987097489413,-0.0172765178872357,0.0699604452395149,-0.0152792513192045,-0.0004701476242234,0.0042877039321347,-0.0156705053211887,-0.0784379049307781,0.0265936201933254,0.5899828859011174,0.5271033023335099,-0.00560125786144916,0.0430628964059196,-0.0231230158730158,-0.0266971707007498,0.0451428571428571,0.0188515989725586,0.0226888744330604,-0.0182371262458471,-0.0066324289405684,0.0034717607973421,0.0325305232558139,0.0205199215890168,0.0058749999999999,0.0034444487045406,0.006579457364341,0.0024257578851173,0.27928283831074835,0.24420312605777153,0.035756994599768055
Native American,0.0078926526727715,0.0215420829172726,0.0016279069767441,-0.0917441860465116,0.7992441860465116,0.6430813953488372,-0.0007855051110437997,-0.002630494549270501,0.032938632919508,-0.0677438725490195,0.0031754015233497,0.0458371319236342,-0.0182561089158612,-0.024561705921072,-0.0012849524126883,0.1762897659406694,-0.0188069164030138,-0.0859339385284917,0.0196455606014038,-0.0271799053659518,-0.0070225925517267,-0.1518811285613611,-0.0068239534117816,0.6873815675295327,0.9608045586868971,0.0917974237669662,-0.0270894996476391,-0.0141717848400069,-0.017404399490779,0.0349485049833886,0.0062987606146233,0.007700655933214,-0.0055199548513501,0.0335465116279069,0.0231983204134366,-0.0031802325581395,0.0214681955647802,0.0470313601127554,-0.0076784682647576,-0.0377741367159971,-0.0009584894850578,0.2879692751038321,0.3226873712879548,0.044443431392851784
South American,0.0130661709573024,0.0231387618973321,0.0119186046511627,-0.0103488372093022,0.8742441860465118,0.4083139534883721,0.004388013173487101,-0.0010338155692109982,0.0192097580672224,-0.0888637153019418,-0.0239095761411689,0.018250436496508,-0.0022346338317519,0.0214226660479354,-0.0110734674873832,-0.0332302738266288,0.1464169009285288,0.0693292477207034,0.0654101279048212,-0.0558555567463293,-0.0275269099484496,-0.0564917996326004,-0.0090449594212578,0.648270029503231,0.7619009949648318,0.05268588574066446,-0.0055603543743078,-0.0293238668041394,-0.0248840761762235,0.0007949260042283,0.0172787976170946,0.0407643083660524,0.0037807686499546,-0.0126707691533272,0.035188953488372,0.0216404293381037,0.0094327765257997,0.0314813248766736,0.0052214717551099,-0.0149598560354373,0.0153731239103351,0.2683558030751591,0.2134391235749126,0.02482995936417881
