,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,Atheist_polarity_amb,Christian_polarity_amb,Protestant_polarity_amb,Catholic_polarity_amb,Mormon_polarity_amb,Jewish_polarity_amb,Muslim_polarity_amb,Sikh_polarity_amb,Hindu_polarity_amb,Buddhist_polarity_amb,TB_polarity_amb,PB_polarity_amb,diff_TB_polarity_amb,Atheist_polarity_dis,Christian_polarity_dis,Protestant_polarity_dis,Catholic_polarity_dis,Mormon_polarity_dis,Jewish_polarity_dis,Muslim_polarity_dis,Sikh_polarity_dis,Hindu_polarity_dis,Buddhist_polarity_dis,TB_polarity_dis,PB_polarity_dis,diff_TB_polarity_dis,Atheist_amount_amb,Christian_amount_amb,Protestant_amount_amb,Catholic_amount_amb,Mormon_amount_amb,Jewish_amount_amb,Muslim_amount_amb,Sikh_amount_amb,Hindu_amount_amb,Buddhist_amount_amb,TB_amount_amb,PB_amount_amb,diff_TB_amount_amb,Atheist_amount_dis,Christian_amount_dis,Protestant_amount_dis,Catholic_amount_dis,Mormon_amount_dis,Jewish_amount_dis,Muslim_amount_dis,Sikh_amount_dis,Hindu_amount_dis,Buddhist_amount_dis,TB_amount_dis,PB_amount_dis,diff_TB_amount_dis
Baseline,0.0600862745098039,0.1105882352941176,0.0466666666666666,-0.1266666666666666,0.4833333333333333,0.4566666666666666,0.0,0.0,0.1111111111111111,0.032051282051282,0.0833333333333333,0.106060606060606,0.0378787878787878,0.0357142857142857,0.0670731707317073,0.0555555555555555,0.0757575757575757,0.1071428571428571,0.7116785653371015,0.0,0.0,0.0,0.0068493150684931,0.0571428571428571,0.040650406504065,-0.0573770491803278,0.0229007633587786,0.0136054421768707,-0.0149253731343283,0.0166666666666666,0.074074074074074,0.3041919473064612,0.0,0.0,0.2638888888888889,0.2115384615384615,0.2222222222222222,0.2121212121212121,0.2954545454545454,0.1785714285714285,0.1402439024390244,0.1666666666666666,0.3181818181818182,0.25,2.2588891460842677,0.0,0.0,0.1,0.0753424657534246,0.1142857142857142,0.1219512195121951,0.1557377049180328,0.099236641221374,0.0952380952380952,0.1343283582089552,0.2,0.1481481481481481,1.2442683472859393,0.0,0.0
Atheist,0.0243360995850622,0.0705394190871369,-0.035,-0.0433333333333333,0.2083333333333333,0.655,-0.0357501749247417,-0.0400488162069807,-0.0208333333333333,-0.0512820512820512,-0.0555555555555555,-0.0303030303030303,0.0151515151515151,-0.0071428571428571,0.0304878048780487,0.0138888888888888,0.0075757575757575,0.0357142857142857,0.2679350798253232,0.7739771407454331,-0.4437434855117783,-0.0075187969924812,0.0419580419580419,0.0153846153846153,0.0333333333333333,-0.0491803278688524,0.0077519379844961,-0.027027027027027,-0.0588235294117647,0.032258064516129,-0.0576923076923076,0.3309279821690485,0.3469367905939395,0.0267360348625873,0.1041666666666666,0.1282051282051282,0.0555555555555555,0.1363636363636363,0.1363636363636363,0.1642857142857142,0.0792682926829268,0.2083333333333333,0.1893939393939394,0.0714285714285714,1.2733644742791081,1.0688580051384933,-0.9855246718051596,0.112781954887218,0.0839160839160839,0.1076923076923077,0.1166666666666666,0.1311475409836065,0.1007751937984496,0.1081081081081081,0.088235294117647,0.0967741935483871,0.0961538461538461,1.0422511898723206,0.2735454344075502,-0.2020171574136187
Christian,0.0379934210526316,0.0723684210526316,0.0083333333333333,-0.0466666666666666,0.26,0.475,-0.022092853457172303,-0.038219814241486,0.0277777777777777,0.0,-0.0138888888888888,0.0075757575757575,0.0,-0.0071428571428571,-0.0121951219512195,0.0277777777777777,0.053030303030303,0.0535714285714285,0.20295991271600977,0.5751723885870225,-0.5087186526210917,0.0,0.0364963503649635,0.0,-0.0083333333333333,-0.0082644628099173,-0.0077519379844961,-0.0138888888888888,0.0,0.0336134453781512,0.0363636363636363,0.1447120551233865,0.31261584061242104,-0.1594798921830747,0.1527777777777778,0.2307692307692307,0.1527777777777778,0.3106060606060606,0.2272727272727272,0.2071428571428571,0.1707317073170731,0.1944444444444444,0.2045454545454545,0.2321428571428571,2.0832108947962604,0.5847835091737531,-0.1756782512880073,0.1221374045801526,0.1094890510948905,0.1515151515151515,0.1583333333333333,0.1570247933884297,0.1317829457364341,0.1111111111111111,0.1515151515151515,0.1512605042016806,0.1454545454545454,1.3896239919308804,0.2482218416287853,0.1453556446449411
Protestant,-0.017061855670103,-0.0309278350515463,-0.0216666666666666,-0.0933333333333333,0.23,0.4483333333333333,-0.0771481301799069,-0.1415160703456639,-0.0069444444444444,0.0128205128205128,-0.0138888888888888,0.0151515151515151,0.0075757575757575,-0.0285714285714285,-0.0182926829268292,0.0416666666666666,-0.0378787878787878,0.0178571428571428,0.2006478277819735,0.7221832029758853,-0.511030737555128,0.0074074074074074,0.0220588235294117,-0.0144927536231884,0.0082644628099173,-0.0169491525423728,0.008,0.0133333333333333,-0.0151515151515151,-0.0085470085470085,-0.0754716981132075,0.18967615505736202,0.3572248285869336,-0.11451579224909919,0.1736111111111111,0.2051282051282051,0.2361111111111111,0.2272727272727272,0.2196969696969697,0.2142857142857142,0.1646341463414634,0.1805555555555555,0.2803030303030303,0.1964285714285714,2.098027142234459,0.366929648941844,-0.16086200384980875,0.1555555555555555,0.125,0.1014492753623188,0.1239669421487603,0.2033898305084746,0.12,0.12,0.1363636363636363,0.1794871794871795,0.1132075471698113,1.3784199665957364,0.27073134013890254,0.13415161930979713
Catholic,0.0305274971941638,0.0572390572390573,-0.0066666666666666,-0.0833333333333333,0.2616666666666666,0.4666666666666667,-0.029558777315640102,-0.0533491780550603,-0.0138888888888888,0.0128205128205128,-0.0416666666666666,0.0757575757575757,0.0,0.0071428571428571,0.0182926829268292,0.0277777777777777,-0.0151515151515151,-0.0178571428571428,0.2303556199897658,0.6584513724757622,-0.48132294534733566,-0.0671641791044776,0.0496453900709219,-0.0615384615384615,0.0,-0.0350877192982456,-0.0396825396825396,0.0206896551724137,0.0298507462686567,-0.025,-0.0188679245283018,0.34752661566401843,0.5406336098832608,0.04333466835755723,0.1805555555555555,0.2307692307692307,0.125,0.3181818181818182,0.2575757575757575,0.2357142857142857,0.1158536585365853,0.25,0.2272727272727272,0.2321428571428571,2.173065890748817,0.6173583868705823,-0.08582325533545054,0.126865671641791,0.1205673758865248,0.123076923076923,0.1463414634146341,0.1228070175438596,0.1349206349206349,0.1310344827586207,0.0597014925373134,0.1583333333333333,0.1320754716981132,1.2557238668117479,0.34204931185084203,0.011455519525808588
Mormon,-0.0017182662538699,-0.0030959752321981,0.01,-0.02,0.2933333333333333,0.445,-0.0618045407636738,-0.1136842105263157,0.0416666666666666,-0.0064102564102564,-0.0138888888888888,0.0075757575757575,-0.0151515151515151,0.0,0.0060975609756097,0.0277777777777777,-0.0075757575757575,-0.0178571428571428,0.1440013238793721,0.6894443632248507,-0.5676772414577294,0.0294117647058823,0.0273972602739726,-0.0441176470588235,-0.0158730158730158,0.0256410256410256,-0.0161290322580645,-0.0202702702702702,-0.0746268656716417,0.008695652173913,-0.0392156862745098,0.30137822020111904,0.5446294867541114,-0.0028137271053421675,0.1666666666666666,0.2115384615384615,0.125,0.25,0.2575757575757575,0.2285714285714285,0.2256097560975609,0.25,0.2954545454545454,0.1607142857142857,2.1711309016187057,0.6009141942068773,-0.08775824446556202,0.1029411764705882,0.1095890410958904,0.1323529411764706,0.1587301587301587,0.1623931623931624,0.1451612903225806,0.1283783783783783,0.1641791044776119,0.0956521739130434,0.196078431372549,1.3954558583304335,0.3598831632184074,0.15118751104449424
Jewish,-0.0127920685959271,-0.022508038585209,-0.015,0.0033333333333333,0.245,0.4316666666666666,-0.072878343105731,-0.1330962738793266,0.0,0.0256410256410256,-0.0416666666666666,-0.0606060606060606,-0.0151515151515151,-0.0142857142857142,0.024390243902439,-0.0416666666666666,-0.0151515151515151,-0.0178571428571428,0.25641655092874566,0.868032577178918,-0.45526201440835584,0.0220588235294117,0.0441176470588235,0.0153846153846153,0.0,-0.0169491525423728,-0.0079365079365079,0.0142857142857142,-0.0588235294117647,0.0,-0.1020408163265306,0.2815968064757407,0.4503609571688415,-0.022595140830720506,0.1944444444444444,0.1794871794871795,0.1527777777777778,0.2272727272727272,0.1969696969696969,0.2285714285714285,0.1585365853658536,0.1527777777777778,0.2878787878787879,0.3035714285714285,2.082287834117102,0.45063256526671136,-0.17660131196716566,0.1691176470588235,0.1029411764705882,0.1076923076923077,0.1512605042016806,0.1694915254237288,0.1825396825396825,0.1142857142857142,0.2058823529411764,0.1680672268907563,0.1836734693877551,1.5549516068922136,0.38773561901157455,0.3106832596062743
Muslim,0.0173195876288659,0.0309278350515462,0.0,-0.09,0.2316666666666666,0.44,-0.042766686880938,-0.0796604002425714,0.0208333333333333,-0.0192307692307692,-0.0555555555555555,-0.0303030303030303,0.0151515151515151,-0.0071428571428571,-0.0182926829268292,-0.0416666666666666,-0.0454545454545454,-0.0178571428571428,0.2714880986222445,0.9111969669896492,-0.440190466714857,-0.0305343511450381,0.0367647058823529,-0.0166666666666666,-0.0521739130434782,-0.0530973451327433,-0.016,-0.0352112676056338,0.0153846153846153,0.0169491525423728,-0.0392156862745098,0.31199770367741075,0.46296299724806605,0.007805756370949546,0.2152777777777778,0.1858974358974359,0.2222222222222222,0.2575757575757575,0.2424242424242424,0.2357142857142857,0.1646341463414634,0.2916666666666667,0.2272727272727272,0.2321428571428571,2.274828119035436,0.48803632004851527,0.015938972951168306,0.1221374045801526,0.1691176470588235,0.0833333333333333,0.1043478260869565,0.1769911504424778,0.144,0.1478873239436619,0.1384615384615384,0.1525423728813559,0.196078431372549,1.434897028160849,0.38265548386743686,0.1906286808749098
Sikh,-0.0103020134228187,-0.0201342281879194,0.0,-0.0766666666666666,0.2583333333333333,0.4883333333333333,-0.0703882879326226,-0.130722463482037,0.0486111111111111,0.0448717948717948,0.0,-0.0151515151515151,0.0,-0.0428571428571428,0.0182926829268292,0.0138888888888888,0.0,0.0714285714285714,0.25510170723585324,0.5982351997595897,-0.45657685810124826,0.0,0.0223880597014925,-0.032258064516129,-0.0085470085470085,-0.017094017094017,-0.0317460317460317,0.0,-0.0588235294117647,0.0084745762711864,-0.0434782608695652,0.222809548157195,0.4323149323276066,-0.0813823991492662,0.1736111111111111,0.1858974358974359,0.2222222222222222,0.2272727272727272,0.1818181818181818,0.2285714285714285,0.1280487804878048,0.2916666666666667,0.2121212121212121,0.1785714285714285,2.0298011947402186,0.6093909816470795,-0.22908795134404913,0.1538461538461538,0.0970149253731343,0.1290322580645161,0.1282051282051282,0.1709401709401709,0.1269841269841269,0.1232876712328767,0.1470588235294117,0.1440677966101695,0.1304347826086956,1.3508718373943838,0.2538946279670105,0.1066034901084445
Hindu,0.0398809523809523,0.0714285714285714,0.0366666666666666,-0.1233333333333333,0.255,0.4416666666666666,-0.0202053221288516,-0.0391596638655462,-0.0347222222222222,-0.032051282051282,0.0416666666666666,-0.0151515151515151,0.0,0.0071428571428571,0.0182926829268292,-0.0138888888888888,-0.0151515151515151,0.0,0.17806763020177613,0.7555417820661717,-0.5336109351353253,-0.0296296296296296,0.0074074074074074,0.0151515151515151,-0.040650406504065,-0.0347826086956521,-0.0542635658914728,0.0,0.0153846153846153,-0.0080645161290322,-0.0625,0.26783426479338945,0.4584593342685302,-0.036357682513071754,0.1875,0.1602564102564102,0.2083333333333333,0.2727272727272727,0.1969696969696969,0.2071428571428571,0.1158536585365853,0.2361111111111111,0.3636363636363636,0.2142857142857142,2.1628164179993443,0.5042256862378817,-0.0960727280849234,0.1333333333333333,0.1703703703703703,0.106060606060606,0.1544715447154471,0.1217391304347826,0.1162790697674418,0.1232876712328767,0.1384615384615384,0.2016129032258064,0.1458333333333333,1.411449500935536,0.25625814869594316,0.16718115364959663
