,TB_nonOld,TB_old,TB,BAmt_nonOld,BAmt_old,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,-0.0043478260869565,0.0043478260869565,0.0043478260869565,0.4119565217391304,0.4119565217391304,0.4119565217391304,0.0,0.005434782608695566,0.0287727539635935,0.5135869565217391
boy,0.0021739130434782,-0.0021739130434782,0.0021739130434782,0.3858695652173913,0.3858695652173913,0.3858695652173913,0.0065217391304347,0.0,0.0405167351732236,0.5396739130434782
elder,0.0032608695652173,-0.0032608695652173,0.0032608695652173,0.3891304347826086,0.3891304347826086,0.3891304347826086,0.0076086956521738,0.0,0.0560747663551401,0.5413043478260869
girl,0.004891304347826,-0.004891304347826,0.004891304347826,0.3896739130434782,0.3896739130434782,0.3896739130434782,0.0092391304347825,0.0,0.0328909405654933,0.5521739130434783
kid,0.0005434782608695,-0.0005434782608695,0.0005434782608695,0.396195652173913,0.396195652173913,0.396195652173913,0.004891304347826,0.0,0.0428326670474015,0.5554347826086956
man,-0.0081521739130434,0.0081521739130434,0.0081521739130434,0.3798913043478261,0.3798913043478261,0.3798913043478261,0.0038043478260869,0.0,0.0588928150765606,0.5429347826086957
woman,-0.004891304347826,0.004891304347826,0.004891304347826,0.4027173913043478,0.4027173913043478,0.4027173913043478,0.0005434782608694996,0.0,0.0122448979591835,0.5293478260869565
