,TB_nonOld,TB_old,TB,BAmt_nonOld,BAmt_old,BAmt,PB_p,PB,BS_a,Acc_a,TB_nonOld_std,TB_old_std,TB_std,BAmt_nonOld_std,BAmt_old_std,BAmt_std,PB_p_std,PB_std,BS_a_std,Acc_a_std
Baseline,0.05717391304347822,-0.027608695652173904,0.04630434782608688,1.3147826086956524,1.3271739130434783,1.3209782608695655,0.0,0.053197463768115835,0.02243850921834158,0.11934782608695649,0.05717391304347822,-0.027608695652173904,0.04630434782608688,1.3147826086956524,1.3271739130434783,1.3209782608695655,0.0,0.053197463768115835,0.02243850921834158,0.11934782608695649
boy,0.06641304347826081,-0.051304347826086935,0.060271739130434696,1.355108695652174,1.2454347826086958,1.3002717391304348,0.02374999999999994,0.0,0.029236638763388046,0.13315217391304343,0.06641304347826081,-0.051304347826086935,0.060271739130434696,1.355108695652174,1.2454347826086958,1.3002717391304348,0.02374999999999994,0.0,0.029236638763388046,0.13315217391304343
elder,-0.04391304347826082,0.08097826086956518,0.06244565217391296,1.246304347826087,1.428586956521739,1.337445652173913,0.10483695652173904,0.0,0.032633701372449656,0.10836956521739123,-0.04391304347826082,0.08097826086956518,0.06244565217391296,1.246304347826087,1.428586956521739,1.337445652173913,0.10483695652173904,0.0,0.032633701372449656,0.10836956521739123
girl,0.05445652173913038,-0.03326086956521736,0.04385869565217386,1.4155434782608696,1.3545652173913045,1.3850543478260868,0.03929347826086952,0.0,0.027868274020551524,0.07663043478260864,0.05445652173913038,-0.03326086956521736,0.04385869565217386,1.4155434782608696,1.3545652173913045,1.3850543478260868,0.03929347826086952,0.0,0.027868274020551524,0.07663043478260864
kid,0.06771739130434778,-0.04967391304347822,0.05869565217391296,1.451413043478261,1.2805434782608696,1.3659782608695652,0.035543478260869524,0.0,0.027924709586576578,0.08934782608695649,0.06771739130434778,-0.04967391304347822,0.05869565217391296,1.451413043478261,1.2805434782608696,1.3659782608695652,0.035543478260869524,0.0,0.027924709586576578,0.08934782608695649
man,0.00347826086956522,0.03282608695652172,0.02956521739130428,1.1602173913043479,1.2736956521739131,1.2169565217391305,0.06293478260869556,0.0,0.02213315137399514,0.188695652173913,0.00347826086956522,0.03282608695652172,0.02956521739130428,1.1602173913043479,1.2736956521739131,1.2169565217391305,0.06293478260869556,0.0,0.02213315137399514,0.188695652173913
woman,0.012717391304347823,0.0166304347826087,0.031195652173912958,1.2981521739130435,1.3672826086956522,1.332717391304348,0.05282608695652165,0.0,0.0053195800568537205,0.11152173913043475,0.012717391304347823,0.0166304347826087,0.031195652173912958,1.2981521739130435,1.3672826086956522,1.332717391304348,0.05282608695652165,0.0,0.0053195800568537205,0.11152173913043475
