,TB_nonOld,TB_old,TB,BAmt_nonOld,BAmt_old,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.0141304347826086,0.0108695652173913,0.01249999999999995,0.2043478260869565,0.2032608695652173,0.20380434782608692,0.0,0.009918478260869534,-0.0023696682464454,0.5097826086956522
boy,0.0304347826086956,0.0179347826086956,0.024184782608695603,0.1978260869565217,0.1722826086956521,0.1850543478260869,0.01168478260869565,0.0,0.0400492914356129,0.5119565217391304
elder,0.021195652173913,0.0233695652173913,0.02228260869565215,0.1755434782608695,0.2364130434782608,0.20597826086956517,0.0097826086956522,0.0,0.0321469575200918,0.5347826086956522
girl,0.0326086956521739,0.0141304347826086,0.02336956521739125,0.2271739130434782,0.2021739130434782,0.21467391304347822,0.010869565217391299,0.0,0.0475100171722953,0.5201086956521739
kid,0.008695652173913,0.0130434782608695,0.01086956521739125,0.2119565217391304,0.1847826086956521,0.19836956521739124,0.0038043478260869,0.0,0.0099241097489783,0.5342391304347827
man,0.0010869565217391,-0.0097826086956521,0.0054347826086956,0.1467391304347826,0.1967391304347826,0.17173913043478262,0.016847826086956452,0.0,0.0122743682310468,0.4092391304347826
woman,0.0059782608695652,0.0157608695652173,0.01086956521739125,0.2027173913043478,0.2125,0.20760869565217388,0.0065217391304347,0.0,0.0051457975986277,0.5353260869565217
