,TB_nonOld,TB_old,TB,BAmt_nonOld,BAmt_old,BAmt,PB_p,PB
Baseline,0.017391304347826,0.0108695652173913,0.01413043478260865,0.6293478260869565,0.6326086956521739,0.6309782608695652,0.0,0.019429347826086924
boy,0.0451086956521739,0.0157608695652173,0.0304347826086956,0.6309782608695652,0.5788043478260869,0.6048913043478261,0.016304347826086953,0.0
elder,0.0021739130434782,0.0478260869565217,0.02499999999999995,0.5880434782608696,0.6380434782608696,0.6130434782608696,0.0260869565217391,0.0
girl,0.0304347826086956,0.0353260869565217,0.03288043478260865,0.6228260869565218,0.5820652173913043,0.602445652173913,0.018750000000000003,0.0
kid,0.0130434782608695,0.0472826086956521,0.0301630434782608,0.6706521739130434,0.596195652173913,0.6334239130434782,0.020380434782608647,0.0
man,0.0005434782608695,0.0429347826086956,0.02173913043478255,0.5483695652173913,0.6190217391304348,0.5836956521739131,0.0244565217391304,0.0
woman,0.0168478260869565,0.0315217391304347,0.0241847826086956,0.6070652173913044,0.6271739130434782,0.6171195652173913,0.010597826086956448,0.0
