,nonOld,old
boy,0.040377507202187496,-0.02189169227462076
elder,-0.006509651469431321,0.06589891187188938
girl,0.05507899931717349,-0.01807641644063622
kid,0.04808356700881765,-0.02865766829002328
man,0.02456043048122836,0.004508624862090821
woman,0.03271739130434779,0.01249999999999998
