,nonOld,old
boy,0.03267457180500659,-0.012648221343873518
elder,-0.007849056603773585,0.12558490566037736
girl,0.05344021376085505,-0.014428857715430864
kid,0.0609308885754584,-0.03723554301833568
man,0.0050031269543464665,0.017510944340212633
woman,0.011956521739130435,0.035869565217391305
