,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,nonOld_polarity_amb,old_polarity_amb,TB_polarity_amb,PB_polarity_amb,diff_TB_polarity_amb,nonOld_amount_amb,old_amount_amb,TB_amount_amb,PB_amount_amb,diff_TB_amount_amb,nonOld_polarity_dis,old_polarity_dis,TB_polarity_dis,PB_polarity_dis,diff_TB_polarity_dis,nonOld_amount_dis,old_amount_dis,TB_amount_dis,PB_amount_dis,diff_TB_amount_dis
Baseline,0.1035166240409207,0.1176470588235294,0.208695652173913,0.1641304347826087,0.7407608695652174,0.1201086956521739,0.0,0.0,0.0266304347826086,0.029891304347826,0.0565217391304346,0.0,0.0,0.4146739130434783,0.4494565217391304,0.8641304347826086,0.0,0.0,0.0375816993464052,0.0468409586056644,0.0844226579520696,0.0,0.0,0.1062091503267973,0.1328976034858388,0.23910675381263607,0.0,0.0
boy,0.0416067054500918,0.0492957746478872,0.0690217391304347,0.0728260869565218,0.628804347826087,0.1559782608695652,-0.0619099185908289,-0.0683512841756422,0.0532608695652173,0.0135869565217391,0.0668478260869564,0.0429347826086956,0.010326086956521797,0.4347826086956521,0.3777173913043478,0.8124999999999999,0.09184782608695646,-0.05163043478260876,0.0360310421286031,0.0221729490022172,0.058203991130820296,0.026218666821249303,-0.026218666821249306,0.1535476718403547,0.1496674057649667,0.3032150776053214,0.06410832379268532,0.06410832379268533
girl,0.0476921147804967,0.0588949605343047,0.0499999999999999,0.0239130434782609,0.5771739130434783,0.1902173913043478,-0.055824509260423996,-0.058752098289224695,0.0429347826086956,0.0320652173913043,0.0749999999999999,0.018478260869565298,0.018478260869565298,0.3983695652173913,0.3766304347826087,0.775,0.08913043478260868,-0.08913043478260863,0.028921023359288,0.0127919911012235,0.0417130144605115,0.042709643491558105,-0.042709643491558105,0.1601779755283648,0.1651835372636262,0.325361512791991,0.0862547589793549,0.08625475897935492
kid,0.0743450869067184,0.0813287514318441,0.1554347826086956,0.117391304347826,0.6489130434782608,0.0858695652173913,-0.0291715371342023,-0.03631830739168529,0.0413043478260869,-0.0054347826086956,0.0467391304347825,0.049999999999999906,-0.009782608695652104,0.4782608695652174,0.4097826086956522,0.8880434782608696,0.10326086956521735,0.023913043478260954,0.036652078774617,0.0257111597374179,0.0623632385120349,0.022059419440034703,-0.0220594194400347,0.1646608315098468,0.137308533916849,0.30196936542669583,0.06286261161405972,0.06286261161405976
man,0.1007845988977342,0.1197183098591549,0.1353260869565217,0.0597826086956521,0.6114130434782609,0.1581521739130434,-0.0027320251431865034,0.0020712510356254987,0.0380434782608695,0.0320652173913043,0.0701086956521738,0.013586956521739198,0.013586956521739198,0.3728260869565217,0.446195652173913,0.8190217391304346,0.04510869565217401,-0.04510869565217401,0.0299500831946755,0.0271769273433166,0.0571270105379921,0.0272956474140775,-0.0272956474140775,0.14420410427066,0.1769273433166944,0.3211314475873544,0.08202469377471831,0.08202469377471833
woman,0.0202712836038461,0.026434558349452,0.0326086956521739,0.017391304347826,0.525,0.2331521739130434,-0.0832453404370746,-0.09121250047407739,0.0315217391304347,0.0304347826086956,0.0619565217391303,0.005434782608695697,0.005434782608695697,0.3326086956521739,0.3880434782608695,0.7206521739130434,0.14347826086956533,-0.14347826086956528,0.0213723284589426,0.0253093363329583,0.046681664791900904,0.0377409931601687,-0.0377409931601687,0.1586051743532058,0.1704161979752531,0.3290213723284589,0.08991461851582282,0.08991461851582283
elder,0.0799012536066063,0.0938215102974828,0.1277173913043478,0.0902173913043478,0.6190217391304348,0.1483695652173913,-0.0236153704343144,-0.023825548526046597,-0.0038043478260869,0.0804347826086956,0.08423913043478251,0.08097826086956511,0.02771739130434791,0.3451086956521739,0.4815217391304348,0.8266304347826087,0.10163043478260875,-0.03749999999999998,0.0307354555433589,0.0367727771679473,0.06750823271130621,0.0169144252407634,-0.016914425240763392,0.1306256860592755,0.203622392974753,0.33424807903402853,0.09514132522139242,0.09514132522139246
