,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a,bisexual_ambig,gay_ambig,lesbian_ambig,pansexual_ambig,straight_ambig,TB_ambig,PB_ambig,bisexual_disambig,gay_disambig,lesbian_disambig,pansexual_disambig,straight_disambig,TB_disambig,PB_disambig
Baseline,-0.0208333333333333,-0.0112847222222222,0.0972222222222222,0.0324074074074074,0.4583333333333333,0.7013888888888888,-0.026595744680851,0.0125,0.0,-0.0071428571428571,0.0258620689655172,0.0721006707892253,0.0,0.0212765957446808,0.0041666666666666,-0.0111111111111111,-0.0285714285714285,0.0086206896551724,0.0737464917490594,0.0
bisexual,-0.0309859154929577,-0.0185054773082941,0.0972222222222222,-0.0254629629629629,0.4027777777777778,0.6319444444444444,0.1276595744680851,0.0166666666666666,-0.1055555555555555,-0.0214285714285714,-0.0517241379310344,0.323034506049913,0.3558494625534241,0.0319148936170212,-0.0208333333333333,-0.0055555555555555,-0.0285714285714285,0.0344827586206896,0.1213579696980281,0.0670559223934131
gay,0.0576271186440677,0.0326820464532328,0.0879629629629629,-0.0300925925925925,0.4328703703703703,0.5115740740740741,-0.0957446808510638,0.0416666666666666,-0.0055555555555555,0.0785714285714285,-0.0172413793103448,0.23877971095505923,0.2326888923825825,-0.0053191489361702,-0.0125,0.0111111111111111,-0.0142857142857142,0.0344827586206896,0.0776987329536851,0.1056324168209713
lesbian,0.0,0.0,0.1203703703703703,-0.0416666666666666,0.3888888888888889,0.5370370370370371,-0.0585106382978723,0.0541666666666666,0.1111111111111111,-0.1,-0.0689655172413793,0.3927539333170293,0.3723774004588384,-0.0212765957446808,0.0166666666666666,0.0333333333333333,-0.0428571428571428,0.0,0.1141337386018235,0.1224040398746927
pansexual,0.0564971751412428,0.0304718560368277,0.0833333333333333,0.0416666666666666,0.4606481481481481,0.6296296296296297,-0.0585106382978723,-0.0208333333333333,-0.0333333333333333,0.1428571428571428,0.0172413793103448,0.27277582713202647,0.25720224993886015,0.026595744680851,-0.025,0.0055555555555555,-0.0142857142857142,0.0172413793103448,0.08867839383246551,0.07405888621039011
straight,0.0580645161290322,0.028763440860215,0.0092592592592593,0.0231481481481481,0.5046296296296297,0.5509259259259259,-0.0159574468085106,-0.0041666666666666,0.0,-0.0928571428571428,0.146551724137931,0.259532980470251,0.2337089054257065,-0.0212765957446808,0.0041666666666666,0.0166666666666666,-0.0357142857142857,0.043103448275862,0.1209276630681617,0.1119565850306861
