,TB_nonOld,TB_old,TB,BAmt_nonOld,BAmt_old,BAmt,PB_p,PB,BS_a,Acc_a,TB_nonOld_std,TB_old_std,TB_std,BAmt_nonOld_std,BAmt_old_std,BAmt_std,PB_p_std,PB_std,BS_a_std,Acc_a_std
Baseline,0.09326086956521734,-0.00815217391304346,0.050923913043478174,0.2880434782608695,0.24336956521739123,0.2657065217391304,0.0,0.04347826086956516,0.020557553680774422,0.46858695652173915,0.006913932127734469,0.009806733537947773,0.007298813897478056,0.007770028695939812,0.007856222173735926,0.0016340539541709925,0.0,0.00573720758118945,0.00291334699383065,0.0032681079083419226
boy,0.042717391304347783,-0.02249999999999994,0.03260869565217382,0.5148913043478262,0.3075,0.41119565217391296,0.03244565217391298,0.0,0.045095546585736314,0.17760869565217385,0.019455003584200357,0.011325231545766187,0.012458579767769214,0.059317957127729734,0.01225130678574379,0.02519383738821947,0.008952721861727896,0.0,0.017695086593846936,0.05038767477643894
elder,-0.00717391304347826,0.06673913043478255,0.0406521739130434,0.20804347826086955,0.5876086956521739,0.3978260869565217,0.08766304347826079,0.0,0.043328189062423465,0.2043478260869565,0.020824226112744388,0.035387738844004896,0.021155619943610433,0.02586499776997538,0.054253613993723616,0.029271741148549343,0.01691221915952519,0.0,0.003824561507627236,0.05854348229709864
girl,0.05663043478260865,-0.01826086956521734,0.038315217391304265,0.4992391304347826,0.31130434782608696,0.40527173913043474,0.025434782608695583,0.0,0.06278135661944306,0.1894565217391304,0.010958333183590045,0.021131731933704753,0.006446577761829836,0.07920147312983344,0.02333895872417882,0.03921586387172991,0.012734798566053529,0.0,0.011718965370551787,0.07843172774345977
kid,0.04999999999999997,-0.029456521739130402,0.03972826086956516,0.58,0.23728260869565215,0.40864130434782603,0.033260869565217344,0.0,0.0429382397795768,0.18271739130434778,0.009444645215751507,0.01469764586424815,0.008453489452997925,0.0906377060710097,0.023518484063127867,0.03867618281581403,0.005309980081771418,0.0,0.011188153918078949,0.07735236563162808
man,0.024130434782608644,0.004999999999999959,0.017934782608695583,0.33891304347826084,0.44326086956521743,0.3910869565217391,0.04135869565217386,0.0,0.05393865757514306,0.2178260869565217,0.02579684701063257,0.012385582202820928,0.011489135576486873,0.0277516838161467,0.07500756105554256,0.0429036072837519,0.014599651056243904,0.0,0.013770152717029341,0.08580721456750387
woman,0.03271739130434779,0.01249999999999998,0.0290217391304347,0.37836956521739123,0.4081521739130435,0.39326086956521733,0.0407065217391304,0.0,0.055533164923910916,0.21347826086956517,0.010860866084171125,0.026269740079725403,0.006971366633668076,0.03953355159005134,0.06311933217737621,0.040007309705448545,0.010117165689455795,0.0,0.01300794437589658,0.08001461941089703
