,TB_nonOld,TB_old,TB,BAmt_nonOld,BAmt_old,BAmt,PB_p,PB,BS_d,Acc_d,TB_nonOld_std,TB_old_std,TB_std,BAmt_nonOld_std,BAmt_old_std,BAmt_std,PB_p_std,PB_std,BS_d_std,Acc_d_std
Baseline,0.02380688937749716,0.015762347211386078,0.0197846182944416,0.041200557959193286,0.027937442371799383,0.0345690001654963,0.0,0.00902291632188252,0.03869981903997806,0.899891304347826,0.00210155426981919,0.0017167615983505204,0.0016414758327401332,0.0023745901551693667,0.0028436667405559667,0.0009005620138875653,0.0,0.00396687318610877,0.005566990400879107,0.0026713490711835802
boy,0.02195652173913038,0.01586956521739126,0.018913043478260803,0.07065217391304343,0.03239130434782604,0.051521739130434716,0.00532661890914248,0.0,0.054217849482271666,0.8671739130434784,0.010485609907052322,0.003062826696435943,0.005827141371165317,0.011630942695126455,0.006563273538891548,0.006443369710990826,0.0032736131780363815,0.0,0.02023540662879795,0.021930139121545945
elder,0.0076086956521738604,0.025869565217391262,0.01673913043478252,0.023043478260869544,0.09304347826086952,0.05804347826086951,0.015109227604794639,0.0,0.05487711814742544,0.8386956521739132,0.005246747124411812,0.01171495094374566,0.003751968607411566,0.0034816559517493358,0.02336425622203869,0.012281406251260767,0.006464488469482773,0.0,0.007285395143708245,0.032917738450961305
girl,0.01239130434782606,0.012282608695652161,0.01309782608695646,0.0769565217391304,0.0377173913043478,0.057336956521739056,0.0084259226422677,0.0,0.07706013630747995,0.8527173913043479,0.0104506220362799,0.0012201056696001873,0.004284180907612244,0.01737635226816744,0.009188480089307859,0.012994700461173177,0.0031016523978399037,0.0,0.01015050098416105,0.03226631853666084
kid,0.02652469442277226,0.01402351230583726,0.02027410336430474,0.10001489467338105,0.028373702626663777,0.0641942986500224,0.00407466841619966,0.0,0.0524777493483534,0.8354347826086957,0.0073192856614702475,0.002186610255075266,0.00427533199955169,0.026872954308796913,0.006477003467980914,0.015891917169168684,0.0026304270178544586,0.0,0.012200059309155124,0.032910559322713376
man,0.0146764545948885,0.017828805825472183,0.0163613258623542,0.0438088989762867,0.06304785209352905,0.053428375534907854,0.008972031113317699,0.0,0.06840149929216288,0.8542391304347825,0.009608193567567003,0.00814659540811611,0.008532426503598322,0.002017467646478616,0.01892462975548734,0.009405249697958404,0.004629386462110921,0.0,0.014002300836292598,0.025357556488697888
woman,0.0067403125517176195,0.00967521337210674,0.00972950209234688,0.05826595266803786,0.05119967137149202,0.0547328120197649,0.012229029245572901,0.0,0.06994753816137572,0.8523913043478262,0.009329371956962144,0.006642454375841321,0.006006705569200666,0.014413590497173199,0.012461811986133798,0.009867735707591847,0.006824458523326725,0.0,0.01068831044885054,0.02350340843238504
