,TB_nonOld,TB_old,TB,BAmt_nonOld,BAmt_old,BAmt,PB_p,PB
Baseline,0.0277173913043478,0.0130434782608695,0.02038043478260865,0.1114130434782608,0.0989130434782608,0.1051630434782608,0.0,0.010643115942028976
boy,0.0288043478260869,0.0157608695652173,0.0222826086956521,0.1940217391304347,0.1646739130434782,0.17934782608695643,0.00190217391304345,0.0
elder,0.0244565217391304,0.0,0.0122282608695652,0.1690217391304347,0.2597826086956522,0.21440217391304345,0.00815217391304345,0.0
girl,0.0418478260869565,-0.0005434782608695,0.021195652173913,0.2701086956521739,0.2190217391304348,0.24456521739130432,0.01385869565217385,0.0
kid,0.0380434782608695,0.0054347826086956,0.02173913043478255,0.3119565217391304,0.2130434782608695,0.26249999999999996,0.008967391304347799,0.0
man,0.0114130434782608,0.0342391304347826,0.022826086956521698,0.1559782608695652,0.1864130434782608,0.171195652173913,0.01875000000000005,0.0
woman,0.004891304347826,0.0114130434782608,0.0081521739130434,0.2266304347826087,0.1940217391304347,0.2103260869565217,0.012228260869565251,0.0
