,TB_nonOld,TB_old,TB,BAmt_nonOld,BAmt_old,BAmt,PB_p,PB
Baseline,0.2005434782608695,-0.1092391304347826,0.15489130434782605,0.8168478260869565,0.7809782608695652,0.7989130434782609,0.0,0.10407608695652172
boy,0.1271739130434782,-0.0815217391304347,0.10434782608695645,1.1576086956521738,1.05,1.1038043478260868,0.0505434782608696,0.0
elder,-0.0668478260869565,0.154891304347826,0.11086956521739125,0.9635869565217392,1.2211956521739131,1.0923913043478262,0.2657608695652173,0.0
girl,0.1152173913043478,-0.0510869565217391,0.08315217391304344,1.1119565217391305,0.975,1.0434782608695652,0.0717391304347826,0.0
kid,0.1,-0.0516304347826086,0.0758152173913043,1.1217391304347826,0.979891304347826,1.0508152173913043,0.07907608695652174,0.0
man,0.1429347826086956,-0.0657608695652173,0.10434782608695645,0.9429347826086956,0.9222826086956522,0.9326086956521739,0.05054347826086959,0.0
woman,0.0755434782608695,-0.0206521739130434,0.04809782608695645,1.002717391304348,0.9293478260869564,0.9660326086956521,0.1067934782608696,0.0
