,TB_nonOld,TB_old,TB,BAmt_nonOld,BAmt_old,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.0934782608695652,-0.0934782608695652,0.0934782608695652,0.532608695652174,0.532608695652174,0.532608695652174,0.0,0.08505434782608694,0.0245635056487503,0.4673913043478261
boy,0.0467391304347826,-0.0467391304347826,0.0467391304347826,0.825,0.825,0.825,0.0467391304347826,0.0,0.0734873949579831,0.175
elder,-0.1201086956521739,0.1201086956521739,0.1201086956521739,0.720108695652174,0.720108695652174,0.720108695652174,0.2135869565217391,0.0,0.0422608821969027,0.2798913043478261
girl,0.0690217391304347,-0.0690217391304347,0.0690217391304347,0.8135869565217392,0.8135869565217392,0.8135869565217392,0.024456521739130502,0.0,0.0777021250610648,0.1864130434782608
kid,0.0945652173913043,-0.0945652173913043,0.0945652173913043,0.7706521739130435,0.7706521739130435,0.7706521739130435,0.0010869565217390964,0.0,0.0407003444316877,0.2293478260869565
man,-0.0135869565217391,0.0135869565217391,0.0135869565217391,0.8690217391304348,0.8690217391304348,0.8690217391304348,0.10706521739130431,0.0,0.0648817135549871,0.1309782608695652
woman,-0.0239130434782608,0.0239130434782608,0.0239130434782608,0.8,0.8,0.8,0.117391304347826,0.0,0.055328798185941,0.2
