,TB_nonOld,TB_old,TB,BAmt_nonOld,BAmt_old,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.125,-0.125,0.125,0.532608695652174,0.532608695652174,0.532608695652174,0.0,0.07219202898550726,0.0211140242274172,0.4673913043478261
boy,0.0782608695652174,-0.0782608695652174,0.0782608695652174,0.841304347826087,0.841304347826087,0.841304347826087,0.0467391304347826,0.0,0.0447299822939209,0.158695652173913
elder,-0.0010869565217391,0.0010869565217391,0.0010869565217391,0.8369565217391305,0.8369565217391305,0.8369565217391305,0.1260869565217391,0.0,0.0370923913043479,0.1630434782608695
girl,0.1010869565217391,-0.1010869565217391,0.1010869565217391,0.8554347826086957,0.8554347826086957,0.8554347826086957,0.023913043478260898,0.0,0.0613808556997127,0.1445652173913043
kid,0.071195652173913,-0.071195652173913,0.071195652173913,0.8777173913043478,0.8777173913043478,0.8777173913043478,0.05380434782608701,0.0,0.0580552983037628,0.1222826086956521
man,0.0076086956521739,-0.0076086956521739,0.0076086956521739,0.7945652173913044,0.7945652173913044,0.7945652173913044,0.1173913043478261,0.0,0.0720683796721148,0.2054347826086956
woman,0.0597826086956521,-0.0597826086956521,0.0597826086956521,0.8739130434782608,0.8739130434782608,0.8739130434782608,0.0652173913043479,0.0,0.0793570219966159,0.1260869565217391
