,TB_nonOld,TB_old,TB,BAmt_nonOld,BAmt_old,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.0266304347826086,0.017391304347826,0.0220108695652173,0.0418478260869565,0.025,0.03342391304347825,0.0,0.011775362318840535,0.0297585626052778,0.9010869565217392
boy,0.0239130434782608,0.0108695652173913,0.01739130434782605,0.0847826086956521,0.0271739130434782,0.05597826086956515,0.00461956521739125,0.0,0.0380034032898468,0.846195652173913
elder,0.004891304347826,0.0418478260869565,0.023369565217391253,0.0277173913043478,0.1038043478260869,0.06576086956521734,0.02309782608695655,0.0,0.0501710376282782,0.8217391304347826
girl,0.0119565217391304,0.0125,0.0122282608695652,0.0760869565217391,0.0342391304347826,0.05516304347826084,0.0097826086956521,0.0,0.0713884204609331,0.8565217391304348
kid,0.0228260869565217,0.0157608695652173,0.019293478260869502,0.108695652173913,0.0342391304347826,0.0714673913043478,0.0027173913043478,0.0,0.0654627539503385,0.8201086956521739
man,0.0076086956521739,0.0114130434782608,0.00951086956521735,0.0456521739130434,0.0820652173913043,0.06385869565217385,0.01249999999999995,0.0,0.0695553021664765,0.8255434782608696
woman,-0.0016304347826086,0.0097826086956521,0.00570652173913035,0.0505434782608695,0.0641304347826087,0.057336956521739105,0.01793478260869555,0.0,0.064,0.8364130434782608
