,TB_nonOld,TB_old,TB,BAmt_nonOld,BAmt_old,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.004891304347826,-0.004891304347826,0.004891304347826,0.0701086956521739,0.0701086956521739,0.0701086956521739,0.0,0.006432144517735649,0.0396426577331099,0.9032608695652172
boy,0.0043478260869565,-0.0043478260869565,0.0043478260869565,0.1195652173913043,0.1195652173913043,0.1195652173913043,0.0005434782608694996,0.0,0.0531674208144796,0.841304347826087
elder,0.0081521739130434,-0.0081521739130434,0.0081521739130434,0.1429347826086956,0.1429347826086956,0.1429347826086956,0.0032608695652174002,0.0,0.0443181818181819,0.8135869565217392
girl,0.0141304347826086,-0.0141304347826086,0.0141304347826086,0.1630434782608695,0.1630434782608695,0.1630434782608695,0.0092391304347826,0.0,0.071753986332574,0.7913043478260869
kid,0.0108754758020663,-0.0108754758020663,0.0108754758020663,0.175095160413268,0.175095160413268,0.175095160413268,0.0059841714542403,0.0,0.0661434977578474,0.7945652173913044
man,-0.0076086956521739,0.0076086956521739,0.0076086956521739,0.1141304347826086,0.1141304347826086,0.1141304347826086,0.0124999999999999,0.0,0.0907016543069023,0.8385869565217391
woman,-0.0021739130434782,0.0021739130434782,0.0021739130434782,0.1402173913043478,0.1402173913043478,0.1402173913043478,0.0070652173913041995,0.0,0.0908065425831923,0.8233695652173914
