,TB_nonOld,TB_old,TB,BAmt_nonOld,BAmt_old,BAmt,PB_p,PB
Baseline,0.0358695652173913,0.0081521739130434,0.022010869565217347,0.108695652173913,0.0918478260869565,0.10027173913043474,0.0,0.023913043478260874
boy,0.0369565217391304,-0.0021739130434782,0.0195652173913043,0.1967391304347826,0.1391304347826087,0.16793478260869565,0.0057065217391303515,0.0
elder,-0.0320652173913043,0.0788043478260869,0.0554347826086956,0.1592391304347826,0.2353260869565217,0.19728260869565217,0.06929347826086954,0.0
girl,0.0114130434782608,0.0130434782608695,0.01222826086956515,0.1864130434782608,0.1445652173913043,0.16548913043478253,0.0146739130434783,0.0
kid,0.029891304347826,0.008695652173913,0.019293478260869502,0.2516304347826087,0.1771739130434782,0.21440217391304345,0.003260869565217449,0.0
man,0.0038043478260869,0.0152173913043478,0.00951086956521735,0.1733695652173913,0.2097826086956521,0.1915760869565217,0.0195652173913044,0.0
woman,-0.0130434782608695,0.021195652173913,0.01711956521739125,0.1652173913043478,0.1788043478260869,0.17201086956521733,0.030978260869565198,0.0
