,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a,African_ambig,African American_ambig,Arab_ambig,Asian_ambig,Black_ambig,Caucasian_ambig,European_ambig,Hispanic_ambig,Jewish_ambig,Latino_ambig,Middle Eastern_ambig,Native American_ambig,Roma_ambig,South American_ambig,White_ambig,TB_ambig,PB_ambig,African_disambig,African American_disambig,Arab_disambig,Asian_disambig,Black_disambig,Caucasian_disambig,European_disambig,Hispanic_disambig,Jewish_disambig,Latino_disambig,Middle Eastern_disambig,Native American_disambig,Roma_disambig,South American_disambig,White_disambig,TB_disambig,PB_disambig
Baseline,0.0125974805038993,0.0085765405058523,0.0401162790697674,0.0066860465116279,0.3191860465116279,0.751453488372093,-0.01,-0.0461538461538461,-0.0162835249042145,0.0164728682170542,-0.0028935185185185,-0.046875,-0.0760869565217391,-0.0426829268292682,0.0595238095238095,-0.0153061224489795,-0.0267857142857142,0.0333333333333333,0.0357142857142857,0.088235294117647,0.050531914893617,0.5668791154620267,0.0,-0.0309278350515463,-0.01171875,0.0029013539651837,0.0038872691933916,-0.0075449796865931,-0.0476190476190476,0.0,0.0,0.024390243902439,0.0068376068376068,0.018018018018018,0.0168067226890756,0.0,-0.0294117647058823,0.0040053404539385,0.2040689321227225,0.0
African,-0.0102887487553933,-0.0060625853858087,0.0005813953488371,0.0,0.4107558139534883,0.6380813953488372,0.05,0.0961538461538461,-0.0076628352490421,-0.0474806201550387,0.0578703703703703,0.078125,-0.0217391304347826,-0.0426829268292682,0.0119047619047619,-0.0399659863945578,-0.0178571428571428,-0.05,-0.0119047619047619,-0.0588235294117647,-0.0132978723404255,0.6054687840057625,0.938042060019835,0.0,-0.0039525691699604,0.0191339375629405,0.0019821605550049,0.0071216617210682,-0.0161290322580645,-0.0549450549450549,-0.0259740259740259,-0.0259740259740259,-0.0070175438596491,-0.0747663551401869,-0.043103448275862,-0.0240963855421686,0.106060606060606,-0.005524861878453,0.4157816689170708,0.5699203691433664
African American,0.0104849279161205,0.0062086622573074,-0.0063953488372092,-0.0017441860465116,0.4078488372093023,0.6712209302325581,0.14,0.0307692307692307,0.0095785440613026,0.0116279069767441,0.0162037037037037,-0.015625,-0.1521739130434782,-0.0060975609756097,-0.0595238095238095,-0.0238095238095238,-0.0892857142857142,-0.0166666666666666,-0.0119047619047619,0.0441176470588235,-0.0172872340425531,0.6446712168219215,0.8202565157487282,0.043010752688172,-0.0039840637450199,0.0040281973816717,-0.0039564787339268,-0.0005899705014749,-0.0526315789473684,0.0112359550561797,0.0064935064935064,0.0897435897435897,0.0026572187776793,0.0,-0.0175438596491228,0.0,-0.0597014925373134,-0.00697350069735,0.30255016495237497,0.28351177064164407
Arab,-0.0010043521928355,-0.0006008595386208,0.0122093023255813,0.0037790697674418,0.4017441860465116,0.6409883720930233,0.06,-0.073076923076923,0.0268199233716475,0.0135658914728682,0.0011574074074074,0.0625,-0.0760869565217391,-0.0365853658536585,0.0,-0.0306122448979591,0.0714285714285714,-0.075,-0.0357142857142857,0.0147058823529411,0.0226063829787234,0.5998598350767245,0.7167180549732394,0.0105263157894736,-0.0843373493975903,0.0082901554404145,-0.0020181634712411,0.0042042042042042,0.0327868852459016,-0.0337078651685393,0.0062893081761006,-0.0259740259740259,0.0098389982110912,0.0188679245283018,-0.0338983050847457,0.1012658227848101,-0.0151515151515151,-0.0096418732782369,0.39679871190619187,0.49161315608426726
Asian,0.0154656136887134,0.0090365940448587,0.011627906976744,-0.007267441860465,0.4156976744186046,0.6674418604651163,0.01,0.023076923076923,-0.0009578544061302,0.0804263565891472,-0.0144675925925925,0.03125,0.0760869565217391,-0.0304878048780487,0.0238095238095238,-0.0306122448979591,-0.0446428571428571,0.0,-0.0476190476190476,-0.0294117647058823,-0.0305851063829787,0.47343403262282924,0.8068863349569179,0.0319148936170212,-0.0357142857142857,-0.002,-0.0157635467980295,0.0105820105820105,0.0163934426229508,0.0119047619047619,-0.0314465408805031,0.0512820512820512,0.0061892130857648,-0.0285714285714285,-0.017094017094017,0.0129870129870129,0.0588235294117647,-0.0027397260273972,0.33340646057899903,0.45287897872531385
Black,0.0010159160176093,0.0005711574354815,0.0267441860465116,-0.0122093023255814,0.4377906976744186,0.6360465116279069,-0.04,0.0192307692307692,-0.0172413793103448,-0.0310077519379844,0.0358796296296296,0.03125,-0.0869565217391304,-0.0426829268292682,-0.0476190476190476,0.0059523809523809,0.0267857142857142,0.0,0.0119047619047619,0.0588235294117647,-0.014627659574468,0.46996207242526394,0.6052777887437938,0.0104166666666666,-0.0120481927710843,0.0199800199800199,0.0069033530571992,-0.0071343638525564,-0.0158730158730158,-0.0120481927710843,0.0592105263157894,-0.0133333333333333,-0.0053333333333333,-0.0849056603773584,0.0087719298245614,-0.0405405405405405,0.0,-0.0027662517289073,0.29926538042545014,0.40276094713075483
Caucasian,0.0049904030710172,0.0025213141097174,-0.0145348837209302,0.0174418604651162,0.4947674418604651,0.5427325581395349,0.01,-0.0153846153846153,0.0114942528735632,-0.001937984496124,-0.0248842592592592,0.140625,-0.0543478260869565,0.0426829268292682,0.0476190476190476,-0.010204081632653,-0.0178571428571428,0.0,0.0714285714285714,-0.0294117647058823,0.0412234042553191,0.5191008774284026,0.6354921487533524,0.0,-0.0292887029288702,-0.0125786163522012,0.0030927835051546,0.0141451414514145,0.0943396226415094,0.0253164556962025,-0.0410958904109589,0.0140845070422535,0.0018433179723502,-0.0217391304347826,-0.0373831775700934,-0.027027027027027,-0.0166666666666666,-0.0028089887640449,0.3414100284635295,0.45066691021340216
European,0.0209745079057761,0.0126456771501685,0.0290697674418605,0.0090116279069767,0.3970930232558139,0.6755813953488372,0.01,-0.0538461538461538,-0.0105363984674329,0.000968992248062,-0.0173611111111111,0.09375,0.1413043478260869,0.0121951219512195,-0.0476190476190476,0.0085034013605442,-0.0535714285714285,-0.0666666666666666,-0.0119047619047619,0.1470588235294117,0.0412234042553191,0.7165096593572459,0.849794438726193,-0.0208333333333333,-0.0165975103734439,0.0019723865877712,0.0196270853778213,-0.0135693215339233,-0.0491803278688524,0.0119047619047619,0.0127388535031847,0.04,0.0017467248908296,0.0,0.0608695652173913,-0.0240963855421686,-0.0454545454545454,0.0,0.31859080158802694,0.1907972884940228
Hispanic,0.0048590864917394,0.0030651795601961,0.0151162790697674,-0.0052325581395348,0.3691860465116279,0.6651162790697674,0.02,-0.023076923076923,-0.0057471264367816,-0.0591085271317829,0.0,0.046875,-0.0978260869565217,0.073170731707317,0.0238095238095238,0.0748299319727891,-0.0892857142857142,-0.025,0.0357142857142857,0.0294117647058823,-0.0226063829787234,0.6264619987762448,0.7520765251365721,-0.0416666666666666,-0.0515873015873015,0.0039920159680638,0.0,-0.0029638411381149,0.0327868852459016,0.0112359550561797,0.0512820512820512,0.025,-0.0017497812773403,-0.0373831775700934,0.0344827586206896,0.0975609756097561,0.0746268656716417,-0.0081521739130434,0.47447044960684376,0.4991218882368474
Jewish,-0.0114416475972539,-0.0062995582991857,0.0215116279069766,0.001453488372093,0.4494186046511628,0.665406976744186,-0.01,0.0,0.0153256704980842,0.0067829457364341,-0.0162037037037037,0.046875,-0.0108695652173913,0.0365853658536585,0.1309523809523809,-0.0221088435374149,-0.0714285714285714,-0.0916666666666666,0.0119047619047619,0.0294117647058823,0.038563829787234,0.5386790699921838,0.6814741211967601,0.031578947368421,-0.0592885375494071,0.0069513406156901,-0.0089108910891089,-0.0017678255745433,0.0,-0.0113636363636363,0.0062893081761006,0.0649350649350649,0.01743679163034,0.0277777777777777,-0.0254237288135593,0.0126582278481012,0.0461538461538461,-0.0164383561643835,0.33697428005998004,0.4097756155871209
