,nonOld,old
boy,0.10326086956521739,-0.11032608695652174
elder,-0.041304347826086954,0.0891304347826087
girl,0.15,-0.13695652173913042
kid,0.14293478260869566,-0.06576086956521739
man,0.11630434782608695,-0.11847826086956521
woman,-0.12717391304347825,0.23315217391304346
