,nonOld,old
boy,0.5103260869565217,0.3076086956521739
elder,0.2125,0.6369565217391304
girl,0.4380434782608696,0.3244565217391304
kid,0.6086956521739131,0.20923913043478262
man,0.3119565217391304,0.4733695652173913
woman,0.34402173913043477,0.42445652173913045
