,nonOld,old
boy,0.17369565217391297,0.13543478260869563
elder,0.13913043478260867,0.2091304347826087
girl,0.19163043478260866,0.15239130434782605
kid,0.2283695652173913,0.15673913043478255
man,0.15065217391304347,0.169891304347826
woman,0.1677173913043478,0.16065217391304343
