,nonOld,old
boy,0.08478260869565217,0.02717391304347826
elder,0.027717391304347826,0.10380434782608695
girl,0.07608695652173914,0.034239130434782605
kid,0.10869565217391304,0.034239130434782605
man,0.04565217391304348,0.08206521739130435
woman,0.050543478260869565,0.0641304347826087
