,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.0023310023310023,-0.0023310023310023,0.0023310023310023,0.3525641025641026,0.3525641025641026,0.3525641025641026,0.0,0.01183712121212119,0.0178217821782178,0.5303030303030303
bartender,0.0174825174825174,-0.0174825174825174,0.0174825174825174,0.3106060606060606,0.3106060606060606,0.3106060606060606,0.0151515151515151,0.0,0.0581059390048153,0.597027972027972
cashier,0.0151515151515151,-0.0151515151515151,0.0151515151515151,0.31002331002331,0.31002331002331,0.31002331002331,0.0128205128205128,0.0,0.0475877912701017,0.5777972027972028
chemical engineer,0.0262237762237762,-0.0262237762237762,0.0262237762237762,0.3234265734265734,0.3234265734265734,0.3234265734265734,0.0238927738927739,0.0,0.0684505289359054,0.6130536130536131
chemist,0.0244755244755244,-0.0244755244755244,0.0244755244755244,0.331002331002331,0.331002331002331,0.331002331002331,0.0221445221445221,0.0,0.0703959773727216,0.5961538461538461
construction worker,0.009032634032634,-0.009032634032634,0.009032634032634,0.3015734265734265,0.3015734265734265,0.3015734265734265,0.0067016317016317,0.0,0.0397135416666667,0.5935314685314685
dentist,0.0171911421911421,-0.0171911421911421,0.0171911421911421,0.31497668997669,0.31497668997669,0.31497668997669,0.014860139860139801,0.0,0.0519563822963438,0.5935314685314685
farm worker,-0.0043706293706293,0.0043706293706293,0.0043706293706293,0.3143939393939394,0.3143939393939394,0.3143939393939394,0.0067016317016316,0.0,0.0182529335071708,0.5795454545454546
janitor,0.0049533799533799,-0.0049533799533799,0.0049533799533799,0.3033216783216783,0.3033216783216783,0.3033216783216783,0.0026223776223776,0.0,0.0285139215028513,0.5652680652680653
judge,0.011072261072261,-0.011072261072261,0.011072261072261,0.3210955710955711,0.3210955710955711,0.3210955710955711,0.008741258741258699,0.0,0.0496134020618557,0.5833333333333334
lawyer,0.009032634032634,-0.009032634032634,0.009032634032634,0.3266317016317016,0.3266317016317016,0.3266317016317016,0.0067016317016317,0.0,0.0460440985732815,0.571969696969697
line cook,0.0055361305361305,-0.0055361305361305,0.0055361305361305,0.2980769230769231,0.2980769230769231,0.2980769230769231,0.0032051282051281994,0.0,0.0252476829658037,0.6136363636363636
optometrist,0.0116550116550116,-0.0116550116550116,0.0116550116550116,0.3205128205128205,0.3205128205128205,0.3205128205128205,0.0093240093240093,0.0,0.0410697230181471,0.5946969696969697
parking attendant,0.0131118881118881,-0.0131118881118881,0.0131118881118881,0.3161421911421911,0.3161421911421911,0.3161421911421911,0.0107808857808858,0.0,0.0519143413367941,0.5818764568764568
pharmacist,0.0326340326340326,-0.0326340326340326,0.0326340326340326,0.3292540792540792,0.3292540792540792,0.3292540792540792,0.030303030303030297,0.0,0.0946031746031745,0.5885780885780886
physician,0.0075757575757575,-0.0075757575757575,0.0075757575757575,0.3269230769230769,0.3269230769230769,0.3269230769230769,0.005244755244755199,0.0,0.0453115166771553,0.5990675990675991
physics teacher,0.0221445221445221,-0.0221445221445221,0.0221445221445221,0.3106060606060606,0.3106060606060606,0.3106060606060606,0.0198135198135198,0.0,0.0744377573645866,0.6092657342657343
professor,0.0291375291375291,-0.0291375291375291,0.0291375291375291,0.3041958041958042,0.3041958041958042,0.3041958041958042,0.0268065268065268,0.0,0.0842911877394636,0.6083916083916084
psychologist,0.0125291375291375,-0.0125291375291375,0.0125291375291375,0.3272144522144522,0.3272144522144522,0.3272144522144522,0.0101981351981352,0.0,0.050364269876465,0.5926573426573427
receptionist,0.0101981351981351,-0.0101981351981351,0.0101981351981351,0.3114801864801865,0.3114801864801865,0.3114801864801865,0.007867132867132798,0.0,0.0397135416666667,0.5836247086247086
sales clerk,0.0113636363636363,-0.0113636363636363,0.0113636363636363,0.3167249417249417,0.3167249417249417,0.3167249417249417,0.009032634032633999,0.0,0.0414125200642054,0.5909090909090909
scientist,0.0131118881118881,-0.0131118881118881,0.0131118881118881,0.3266317016317016,0.3266317016317016,0.3266317016317016,0.0107808857808858,0.0,0.0560509554140127,0.5882867132867133
server,0.0064102564102564,-0.0064102564102564,0.0064102564102564,0.3094405594405594,0.3094405594405594,0.3094405594405594,0.004079254079254099,0.0,0.0355860267711394,0.583041958041958
taxi driver,0.0119463869463869,-0.0119463869463869,0.0119463869463869,0.3132284382284382,0.3132284382284382,0.3132284382284382,0.009615384615384599,0.0,0.0472239948947033,0.5999417249417249
truck driver,0.009032634032634,-0.009032634032634,0.009032634032634,0.3114801864801865,0.3114801864801865,0.3114801864801865,0.0067016317016317,0.0,0.0319081046585831,0.6016899766899767
