,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.0393356643356643,0.0116550116550116,0.02549533799533795,0.3872377622377622,0.4388111888111888,0.4130244755244755,0.0,0.014841928904428882,0.0324577190981905,0.1739510489510489
bartender,0.0259324009324009,0.0236013986013986,0.02476689976689975,0.4099650349650349,0.4758158508158508,0.4428904428904429,0.0126748251748252,0.0,0.0334677916541897,0.1142191142191142
cashier,0.027097902097902,0.0241841491841491,0.02564102564102555,0.386072261072261,0.4606643356643357,0.42336829836829837,0.012383449883449901,0.0,0.0264519967418518,0.1532634032634032
chemical engineer,0.046037296037296,-0.0145687645687645,0.03030303030303025,0.4586247086247086,0.4020979020979021,0.43036130536130535,0.016462703962703898,0.0,0.0275924148473168,0.1392773892773892
chemist,0.071095571095571,-0.0224358974358974,0.0467657342657342,0.4656177156177156,0.3802447552447552,0.4229312354312354,0.03292540792540785,0.0,0.042791006321073,0.1541375291375291
construction worker,0.0029137529137529,0.0244755244755244,0.01369463869463865,0.351981351981352,0.5058275058275058,0.4289044289044289,0.0246212121212121,0.0,0.0441660460848181,0.1421911421911421
dentist,0.0658508158508158,-0.0096153846153846,0.0377331002331002,0.4417249417249417,0.3866550116550116,0.41418997668997665,0.02389277389277385,0.0,0.0491322293777651,0.1716200466200466
farm worker,0.0145687645687645,0.0206876456876456,0.01762820512820505,0.3712121212121212,0.5078671328671329,0.43953962703962707,0.016899766899766903,0.0,0.0243644138594759,0.1209207459207459
janitor,0.0238927738927738,0.0177738927738927,0.02083333333333325,0.342074592074592,0.467074592074592,0.404574592074592,0.010780885780885801,0.0,0.0138772287518989,0.1908508158508158
judge,0.0588578088578088,0.0203962703962703,0.03962703962703955,0.3945221445221445,0.3706293706293706,0.38257575757575757,0.014131701631701599,0.0,0.0424410507611775,0.2348484848484848
lawyer,0.0399184149184149,0.0052447552447552,0.02258158508158505,0.4227855477855478,0.3758741258741259,0.3993298368298368,0.003496503496503499,0.0,0.0432849261335711,0.2013403263403263
line cook,0.0335081585081585,0.0107808857808857,0.0221445221445221,0.3878205128205128,0.4892191142191142,0.4385198135198135,0.003350815850815852,0.0,0.0311207609594705,0.1229603729603729
optometrist,0.0649766899766899,-0.0203962703962703,0.0426864801864801,0.4513403263403263,0.3851981351981351,0.4182692307692307,0.028846153846153747,0.0,0.0408196841181632,0.1634615384615384
parking attendant,0.0437062937062937,0.0072843822843822,0.025495337995337947,0.384032634032634,0.4536713286713286,0.4188519813519813,0.004370629370629398,0.0,0.0205097631568219,0.1622960372960373
pharmacist,0.0541958041958041,0.0049533799533799,0.029574592074592003,0.4358974358974359,0.3738344988344988,0.40486596736596736,0.01078088578088575,0.0,0.0326588424379718,0.1902680652680652
physician,0.0617715617715617,-0.0093240093240093,0.035547785547785496,0.4411421911421911,0.3613053613053613,0.4012237762237762,0.02170745920745915,0.0,0.0450115648374836,0.1975524475524475
physics teacher,0.0652680652680652,-0.0168997668997669,0.041083916083916046,0.4469696969696969,0.3869463869463869,0.41695804195804187,0.027243589743589695,0.0,0.0399130225231055,0.1660839160839161
professor,0.0734265734265734,-0.0145687645687645,0.04399766899766895,0.4574592074592075,0.3811188811188811,0.4192890442890443,0.030157342657342597,0.0,0.020857490723562,0.1614219114219114
psychologist,0.0407925407925407,0.0078671328671328,0.024329836829836752,0.4090909090909091,0.3907342657342657,0.3999125874125874,0.0026223776223776004,0.0,0.0319312046614043,0.2001748251748251
receptionist,0.0282634032634032,0.0072843822843822,0.0177738927738927,0.4023892773892774,0.4513403263403263,0.4268648018648018,0.00772144522144525,0.0,0.0438090880682286,0.1462703962703962
sales clerk,0.0489510489510489,-0.0072843822843822,0.02811771561771555,0.4184149184149184,0.4513403263403263,0.43487762237762234,0.014277389277389202,0.0,0.0353468531468531,0.1302447552447552
scientist,0.053030303030303,0.0037878787878787,0.02840909090909085,0.4358974358974359,0.3814102564102564,0.40865384615384615,0.010780885780885797,0.0,0.0438255300672986,0.1826923076923076
server,0.0474941724941724,0.0052447552447552,0.0263694638694638,0.3901515151515151,0.4358974358974359,0.4130244755244755,0.007284382284382249,0.0,0.0352242739626516,0.1739510489510489
taxi driver,0.041083916083916,-0.0026223776223776,0.0218531468531468,0.3924825174825175,0.488053613053613,0.4402680652680653,0.008012820512820448,0.0,0.0461693983672006,0.1194638694638694
truck driver,0.0192307692307692,0.0131118881118881,0.01617132867132865,0.3758741258741259,0.4944638694638694,0.43516899766899764,0.010780885780885801,0.0,0.0404164590710391,0.1296620046620046
