,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.0037878787878787,0.0014568764568764,0.00262237762237755,0.1669580419580419,0.1856060606060606,0.17628205128205127,0.0,0.009026563714063723,0.0178217821782178,0.5303030303030303
bartender,0.0157342657342657,-0.0017482517482517,0.0087412587412587,0.1427738927738927,0.1678321678321678,0.15530303030303028,0.007575757575757551,0.0,0.0581059390048153,0.597027972027972
cashier,0.0093240093240093,-0.0058275058275058,0.00757575757575755,0.1398601398601398,0.1701631701631701,0.15501165501165493,0.0064102564102564,0.0,0.0475877912701017,0.5777972027972028
chemical engineer,0.0259324009324009,-0.0002913752913752,0.01311188811188805,0.1634615384615384,0.1599650349650349,0.16171328671328666,0.0119463869463869,0.0,0.0684505289359054,0.6130536130536131
chemist,0.0206876456876456,-0.0037878787878787,0.012237762237762151,0.1751165501165501,0.1558857808857809,0.1655011655011655,0.011072261072261,0.0,0.0703959773727216,0.5961538461538461
construction worker,0.0131118881118881,0.004079254079254,0.00859557109557105,0.1331585081585081,0.1684149184149184,0.15078671328671325,0.0059731934731935,0.0,0.0397135416666667,0.5935314685314685
dentist,0.0177738927738927,0.0005827505827505,0.0091783216783216,0.1564685314685314,0.1585081585081585,0.15748834498834496,0.00743006993006995,0.0,0.0519563822963438,0.5935314685314685
farm worker,0.0107808857808857,0.0151515151515151,0.0129662004662004,0.1279137529137529,0.1864801864801865,0.1571969696969697,0.010343822843822851,0.0,0.0182529335071708,0.5795454545454546
janitor,0.0209790209790209,0.016025641025641,0.018502331002330952,0.1305361305361305,0.1727855477855477,0.1516608391608391,0.015879953379953397,0.0,0.0285139215028513,0.5652680652680653
judge,0.0134032634032634,0.0023310023310023,0.00786713286713285,0.1631701631701631,0.1579254079254079,0.1605477855477855,0.0052447552447553005,0.0,0.0496134020618557,0.5833333333333334
lawyer,0.0177738927738927,0.0087412587412587,0.0132575757575757,0.171037296037296,0.1555944055944056,0.16331585081585082,0.01063519813519815,0.0,0.0460440985732815,0.571969696969697
line cook,0.0104895104895104,0.0049533799533799,0.00772144522144515,0.1293706293706293,0.1687062937062937,0.1490384615384615,0.0050990675990676,0.0,0.0252476829658037,0.6136363636363636
optometrist,0.0177738927738927,0.0061188811188811,0.0119463869463869,0.1611305361305361,0.1593822843822843,0.1602564102564102,0.00932400932400935,0.0,0.0410697230181471,0.5946969696969697
parking attendant,0.0206876456876456,0.0075757575757575,0.01413170163170155,0.1453962703962704,0.1707459207459207,0.15807109557109555,0.011509324009324,0.0,0.0519143413367941,0.5818764568764568
pharmacist,0.030011655011655,-0.0026223776223776,0.016317016317016302,0.1617132867132867,0.1675407925407925,0.1646270396270396,0.01515151515151515,0.0,0.0946031746031745,0.5885780885780886
physician,0.0136946386946386,0.0061188811188811,0.00990675990675985,0.1739510489510489,0.1529720279720279,0.1634615384615384,0.0072843822843823005,0.0,0.0453115166771553,0.5990675990675991
physics teacher,0.0224358974358974,0.0002913752913752,0.011363636363636302,0.1657925407925408,0.1448135198135198,0.1553030303030303,0.00990675990675995,0.0,0.0744377573645866,0.6092657342657343
professor,0.0212703962703962,-0.0078671328671328,0.014568764568764499,0.1593822843822843,0.1448135198135198,0.15209790209790205,0.013403263403263348,0.0,0.0842911877394636,0.6083916083916084
psychologist,0.0227272727272727,0.0101981351981351,0.016462703962703898,0.1655011655011655,0.1617132867132867,0.1636072261072261,0.013840326340326349,0.0,0.050364269876465,0.5926573426573427
receptionist,0.0084498834498834,-0.0017482517482517,0.00509906759906755,0.150058275058275,0.1614219114219114,0.1557400932400932,0.0039335664335664,0.0,0.0397135416666667,0.5836247086247086
sales clerk,0.0142773892773892,0.0029137529137529,0.00859557109557105,0.1512237762237762,0.1655011655011655,0.15836247086247085,0.0059731934731935,0.0,0.0414125200642054,0.5909090909090909
scientist,0.0198135198135198,0.0067016317016317,0.01325757575757575,0.1666666666666666,0.1599650349650349,0.16331585081585076,0.010635198135198198,0.0,0.0560509554140127,0.5882867132867133
server,0.0067016317016317,0.0002913752913752,0.00349650349650345,0.1453962703962704,0.164044289044289,0.15472027972027969,0.0020396270396271002,0.0,0.0355860267711394,0.583041958041958
taxi driver,0.0201048951048951,0.0081585081585081,0.0141317016317016,0.1471445221445221,0.1660839160839161,0.15661421911421908,0.01150932400932405,0.0,0.0472239948947033,0.5999417249417249
truck driver,0.0116550116550116,0.0026223776223776,0.0071386946386946,0.1363636363636363,0.1751165501165501,0.1557400932400932,0.004516317016317051,0.0,0.0319081046585831,0.6016899766899767
