,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.067016317016317,-0.016025641025641,0.041520979020978996,1.2132867132867131,1.2648601398601398,1.2390734265734265,0.0,0.04277753496503494,0.0324577190981905,0.1739510489510489
bartender,0.0282634032634032,0.0212703962703962,0.0247668997668997,1.2957459207459208,1.3615967365967363,1.3286713286713285,0.03802447552447549,0.0,0.0334677916541897,0.1142191142191142
cashier,0.030011655011655,0.0212703962703962,0.0256410256410256,1.2328088578088578,1.3074009324009324,1.270104895104895,0.03715034965034959,0.0,0.0264519967418518,0.1532634032634032
chemical engineer,0.1066433566433566,-0.0751748251748251,0.09090909090909086,1.3193473193473193,1.2628205128205128,1.291083916083916,0.04938811188811185,0.0,0.0275924148473168,0.1392773892773892
chemist,0.1646270396270396,-0.1159673659673659,0.14029720279720276,1.3114801864801864,1.226107226107226,1.2687937062937062,0.09877622377622375,0.0,0.042791006321073,0.1541375291375291
construction worker,-0.0186480186480186,0.046037296037296,0.0323426573426573,1.2097902097902098,1.3636363636363635,1.2867132867132867,0.0738636363636363,0.0,0.0441660460848181,0.1421911421911421
dentist,0.1413170163170163,-0.085081585081585,0.11319930069930065,1.2701048951048952,1.215034965034965,1.24256993006993,0.07167832167832165,0.0,0.0491322293777651,0.1716200466200466
farm worker,0.0084498834498834,0.0268065268065268,0.0176282051282051,1.2502913752913754,1.386946386946387,1.3186188811188813,0.050699300699300696,0.0,0.0243644138594759,0.1209207459207459
janitor,0.030011655011655,0.0116550116550116,0.0208333333333333,1.1512237762237765,1.2762237762237765,1.2137237762237765,0.032342657342657295,0.0,0.0138772287518989,0.1908508158508158
judge,0.0973193473193473,-0.018065268065268,0.057692307692307654,1.1596736596736597,1.1357808857808858,1.1477272727272727,0.01617132867132865,0.0,0.0424410507611775,0.2348484848484848
lawyer,0.0745920745920745,-0.0294289044289044,0.05201048951048945,1.2214452214452214,1.1745337995337994,1.1979895104895104,0.01048951048951045,0.0,0.0432849261335711,0.2013403263403263
line cook,0.0562354312354312,-0.0119463869463869,0.03409090909090905,1.2648601398601398,1.3662587412587412,1.3155594405594404,0.007430069930069949,0.0,0.0311207609594705,0.1229603729603729
optometrist,0.1503496503496503,-0.1057692307692307,0.12805944055944052,1.2878787878787878,1.2217365967365967,1.2548076923076923,0.08653846153846151,0.0,0.0408196841181632,0.1634615384615384
parking attendant,0.0801282051282051,-0.0291375291375291,0.054632867132867094,1.2217365967365967,1.2913752913752914,1.2565559440559442,0.0131118881118881,0.0,0.0205097631568219,0.1622960372960373
pharmacist,0.1034382284382284,-0.0442890442890442,0.0738636363636363,1.2456293706293706,1.1835664335664335,1.214597902097902,0.0323426573426573,0.0,0.0326588424379718,0.1902680652680652
physician,0.1328671328671328,-0.0804195804195804,0.10664335664335661,1.2435897435897436,1.1637529137529137,1.2036713286713288,0.0651223776223776,0.0,0.0450115648374836,0.1975524475524475
physics teacher,0.1474358974358974,-0.099067599067599,0.1232517482517482,1.280885780885781,1.220862470862471,1.2508741258741258,0.08173076923076922,0.0,0.0399130225231055,0.1660839160839161
professor,0.1614219114219114,-0.1025641025641025,0.13199300699300695,1.296037296037296,1.2196969696969695,1.2578671328671327,0.09047202797202795,0.0,0.020857490723562,0.1614219114219114
psychologist,0.0737179487179487,-0.025058275058275,0.04938811188811185,1.208916083916084,1.1905594405594406,1.1997377622377623,0.007867132867132856,0.0,0.0319312046614043,0.2001748251748251
receptionist,0.0492424242424242,-0.0136946386946386,0.0314685314685314,1.256118881118881,1.30506993006993,1.2805944055944054,0.010052447552447597,0.0,0.0438090880682286,0.1462703962703962
sales clerk,0.1051864801864801,-0.0635198135198135,0.0843531468531468,1.2881701631701632,1.3210955710955712,1.304632867132867,0.042832167832167804,0.0,0.0353468531468531,0.1302447552447552
scientist,0.1022727272727272,-0.0454545454545454,0.0738636363636363,1.2532051282051282,1.198717948717949,1.2259615384615385,0.0323426573426573,0.0,0.0438255300672986,0.1826923076923076
server,0.0897435897435897,-0.037004662004662,0.06337412587412586,1.2162004662004662,1.261946386946387,1.2390734265734267,0.021853146853146856,0.0,0.0352242739626516,0.1739510489510489
taxi driver,0.0847902097902097,-0.0463286713286713,0.06555944055944049,1.273018648018648,1.3685897435897436,1.3208041958041958,0.0240384615384615,0.0,0.0461693983672006,0.1194638694638694
truck driver,0.0253496503496503,0.0069930069930069,0.0161713286713286,1.246212121212121,1.3648018648018647,1.305506993006993,0.0323426573426573,0.0,0.0404164590710391,0.1296620046620046
